VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO,departamento,indicador,anio,valor,ambito
5.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2021,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_robo_pct,2021,5.7,DEPARTAMENTO
4.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2021,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_robo_pct,2021,4.7,DEPARTAMENTO
4.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2021,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_robo_pct,2021,4.5,DEPARTAMENTO
3.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2021,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_robo_pct,2021,3.8,DEPARTAMENTO
2.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2021,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_robo_pct,2021,2.5,DEPARTAMENTO
14.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2022,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_robo_pct,2022,14.7,NACIONAL
19.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2022,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_robo_pct,2022,19.4,DEPARTAMENTO
18.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2022,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_robo_pct,2022,18.9,DEPARTAMENTO
18.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2022,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_robo_pct,2022,18.6,DEPARTAMENTO
17.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2022,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_robo_pct,2022,17.0,DEPARTAMENTO
16.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2022,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_robo_pct,2022,16.4,DEPARTAMENTO
16.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2022,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_robo_pct,2022,16.4,DEPARTAMENTO
14.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2022,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_robo_pct,2022,14.6,DEPARTAMENTO
14.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2022,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_robo_pct,2022,14.1,DEPARTAMENTO
13.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2022,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_robo_pct,2022,13.6,DEPARTAMENTO
13.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2022,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_robo_pct,2022,13.3,DEPARTAMENTO
12.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2022,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_robo_pct,2022,12.5,DEPARTAMENTO
11.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2022,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_robo_pct,2022,11.4,DEPARTAMENTO
11.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2022,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_robo_pct,2022,11.3,DEPARTAMENTO
11.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2022,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_robo_pct,2022,11.0,DEPARTAMENTO
9.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2022,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_robo_pct,2022,9.9,DEPARTAMENTO
9.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2022,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_robo_pct,2022,9.8,DEPARTAMENTO
9.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2022,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_robo_pct,2022,9.5,DEPARTAMENTO
9.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2022,11,DEPARTAMENTO,ICA,ICA,victimizacion_robo_pct,2022,9.3,DEPARTAMENTO
9.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2022,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_robo_pct,2022,9.1,DEPARTAMENTO
8.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2022,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_robo_pct,2022,8.2,DEPARTAMENTO
7.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2022,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_robo_pct,2022,7.8,DEPARTAMENTO
7.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2022,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_robo_pct,2022,7.3,DEPARTAMENTO
7.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2022,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_robo_pct,2022,7.2,DEPARTAMENTO
6.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2022,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_robo_pct,2022,6.7,DEPARTAMENTO
4.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2022,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_robo_pct,2022,4.9,DEPARTAMENTO
3.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2022,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_robo_pct,2022,3.8,DEPARTAMENTO
16.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2023,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_robo_pct,2023,16.5,NACIONAL
21.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2023,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_robo_pct,2023,21.5,DEPARTAMENTO
20.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2023,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_robo_pct,2023,20.8,DEPARTAMENTO
20.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2023,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_robo_pct,2023,20.0,DEPARTAMENTO
19.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2023,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_robo_pct,2023,19.9,DEPARTAMENTO
19.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2023,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_robo_pct,2023,19.5,DEPARTAMENTO
18.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2023,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_robo_pct,2023,18.7,DEPARTAMENTO
18.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2023,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_robo_pct,2023,18.4,DEPARTAMENTO
18.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2023,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_robo_pct,2023,18.1,DEPARTAMENTO
17.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2023,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_robo_pct,2023,17.9,DEPARTAMENTO
14.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2023,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_robo_pct,2023,14.0,DEPARTAMENTO
13.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2023,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_robo_pct,2023,13.6,DEPARTAMENTO
12.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2023,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_robo_pct,2023,12.8,DEPARTAMENTO
12.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2023,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_robo_pct,2023,12.4,DEPARTAMENTO
12.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2023,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_robo_pct,2023,12.2,DEPARTAMENTO
11.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2023,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_robo_pct,2023,11.6,DEPARTAMENTO
10.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2023,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_robo_pct,2023,10.9,DEPARTAMENTO
10.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2023,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_robo_pct,2023,10.5,DEPARTAMENTO
10.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2023,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_robo_pct,2023,10.3,DEPARTAMENTO
10.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2023,11,DEPARTAMENTO,ICA,ICA,victimizacion_robo_pct,2023,10.1,DEPARTAMENTO
10.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2023,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_robo_pct,2023,10.0,DEPARTAMENTO
9.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2023,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_robo_pct,2023,9.2,DEPARTAMENTO
8.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2023,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_robo_pct,2023,8.8,DEPARTAMENTO
7.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2023,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_robo_pct,2023,7.0,DEPARTAMENTO
7.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2023,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_robo_pct,2023,7.0,DEPARTAMENTO
5.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2023,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_robo_pct,2023,5.7,DEPARTAMENTO
5.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2023,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_robo_pct,2023,5.3,DEPARTAMENTO
15.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",0,AÑO,2024,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_robo_pct,2024,15.7,NACIONAL
22.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",1,AÑO,2024,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_robo_pct,2024,22.1,DEPARTAMENTO
21.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",2,AÑO,2024,21,DEPARTAMENTO,PUNO,PUNO,victimizacion_robo_pct,2024,21.8,DEPARTAMENTO
20.2,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",3,AÑO,2024,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_robo_pct,2024,20.2,DEPARTAMENTO
19.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",4,AÑO,2024,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,victimizacion_robo_pct,2024,19.7,DEPARTAMENTO
19.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",5,AÑO,2024,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,victimizacion_robo_pct,2024,19.6,DEPARTAMENTO
19.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",6,AÑO,2024,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_robo_pct,2024,19.0,DEPARTAMENTO
17.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",7,AÑO,2024,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_robo_pct,2024,17.3,DEPARTAMENTO
16.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",8,AÑO,2024,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_robo_pct,2024,16.6,DEPARTAMENTO
15.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",9,AÑO,2024,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,victimizacion_robo_pct,2024,15.0,DEPARTAMENTO
13.7,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",10,AÑO,2024,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_robo_pct,2024,13.7,DEPARTAMENTO
13.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",11,AÑO,2024,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_robo_pct,2024,13.5,DEPARTAMENTO
13.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",12,AÑO,2024,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_robo_pct,2024,13.1,DEPARTAMENTO
11.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",13,AÑO,2024,20,DEPARTAMENTO,PIURA,PIURA,victimizacion_robo_pct,2024,11.6,DEPARTAMENTO
11.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",14,AÑO,2024,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,victimizacion_robo_pct,2024,11.4,DEPARTAMENTO
10.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",15,AÑO,2024,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,victimizacion_robo_pct,2024,10.9,DEPARTAMENTO
10.8,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",16,AÑO,2024,11,DEPARTAMENTO,ICA,ICA,victimizacion_robo_pct,2024,10.8,DEPARTAMENTO
10.5,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",17,AÑO,2024,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_robo_pct,2024,10.5,DEPARTAMENTO
10.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",18,AÑO,2024,19,DEPARTAMENTO,PASCO,PASCO,victimizacion_robo_pct,2024,10.4,DEPARTAMENTO
9.1,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",19,AÑO,2024,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_robo_pct,2024,9.1,DEPARTAMENTO
8.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",20,AÑO,2024,16,DEPARTAMENTO,LORETO,LORETO,victimizacion_robo_pct,2024,8.9,DEPARTAMENTO
8.6,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",21,AÑO,2024,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,victimizacion_robo_pct,2024,8.6,DEPARTAMENTO
7.9,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",22,AÑO,2024,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_robo_pct,2024,7.9,DEPARTAMENTO
7.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",23,AÑO,2024,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_robo_pct,2024,7.4,DEPARTAMENTO
7.3,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",24,AÑO,2024,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_robo_pct,2024,7.3,DEPARTAMENTO
5.4,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",25,AÑO,2024,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,victimizacion_robo_pct,2024,5.4,DEPARTAMENTO
5.0,"PORCENTAJE DE VICTIMIZACIÓN POR EL DELITO DE ROBO E INTENTO DE ROBO DE DINERO, CARTERA Y CELULAR",26,AÑO,2024,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,victimizacion_robo_pct,2024,5.0,DEPARTAMENTO
11.5,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,0,AÑO,2013,0,NACIONAL,NACIONAL,NACIONAL,victimizacion_estafa_pct,2013,11.5,NACIONAL
17.0,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,1,AÑO,2013,2,DEPARTAMENTO,ÁNCASH,ANCASH,victimizacion_estafa_pct,2013,17.0,DEPARTAMENTO
15.2,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,2,AÑO,2013,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,victimizacion_estafa_pct,2013,15.2,DEPARTAMENTO
14.8,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,3,AÑO,2013,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,victimizacion_estafa_pct,2013,14.8,DEPARTAMENTO
14.4,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,4,AÑO,2013,18,DEPARTAMENTO,PASCO,PASCO,victimizacion_estafa_pct,2013,14.4,DEPARTAMENTO
13.4,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,5,AÑO,2013,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,victimizacion_estafa_pct,2013,13.4,DEPARTAMENTO
13.2,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,6,AÑO,2013,8,DEPARTAMENTO,CUSCO,CUSCO,victimizacion_estafa_pct,2013,13.2,DEPARTAMENTO
13.0,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,7,AÑO,2013,23,DEPARTAMENTO,TACNA,TACNA,victimizacion_estafa_pct,2013,13.0,DEPARTAMENTO
11.8,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,8,AÑO,2013,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,victimizacion_estafa_pct,2013,11.8,DEPARTAMENTO
11.4,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,9,AÑO,2013,19,DEPARTAMENTO,PIURA,PIURA,victimizacion_estafa_pct,2013,11.4,DEPARTAMENTO
11.0,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,10,AÑO,2013,20,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,victimizacion_estafa_pct,2013,11.0,DEPARTAMENTO
10.6,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,11,AÑO,2013,12,DEPARTAMENTO,JUNÍN,JUNIN,victimizacion_estafa_pct,2013,10.6,DEPARTAMENTO
10.5,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,12,AÑO,2013,25,DEPARTAMENTO,UCAYALI,UCAYALI,victimizacion_estafa_pct,2013,10.5,DEPARTAMENTO
8.1,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,13,AÑO,2013,3,DEPARTAMENTO,APURÍMAC,APURIMAC,victimizacion_estafa_pct,2013,8.1,DEPARTAMENTO
7.5,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,14,AÑO,2013,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,victimizacion_estafa_pct,2013,7.5,DEPARTAMENTO
7.4,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,15,AÑO,2013,24,DEPARTAMENTO,TUMBES,TUMBES,victimizacion_estafa_pct,2013,7.4,DEPARTAMENTO
7.1,PORCENTAJE DE VICTIMIZACIÓN POR ESTAFA,16,AÑO,2013,11,DEPARTAMENTO,ICA,ICA,victimizacion_estafa_pct,2013,7.1,DEPARTAMENTO
