VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO,departamento,indicador,anio,valor,ambito
55.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2017,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,percepcion_inseguridad_pct,2017,55.8,DEPARTAMENTO
54.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2017,3,DEPARTAMENTO,APURÍMAC,APURIMAC,percepcion_inseguridad_pct,2017,54.8,DEPARTAMENTO
54.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2017,12,DEPARTAMENTO,JUNÍN,JUNIN,percepcion_inseguridad_pct,2017,54.4,DEPARTAMENTO
53.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2017,8,DEPARTAMENTO,CUSCO,CUSCO,percepcion_inseguridad_pct,2017,53.8,DEPARTAMENTO
52.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2017,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,percepcion_inseguridad_pct,2017,52.2,DEPARTAMENTO
51.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2017,25,DEPARTAMENTO,UCAYALI,UCAYALI,percepcion_inseguridad_pct,2017,51.8,DEPARTAMENTO
51.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2017,24,DEPARTAMENTO,TUMBES,TUMBES,percepcion_inseguridad_pct,2017,51.0,DEPARTAMENTO
48.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2017,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,percepcion_inseguridad_pct,2017,48.4,DEPARTAMENTO
43.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2017,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,percepcion_inseguridad_pct,2017,43.9,DEPARTAMENTO
43.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2017,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,percepcion_inseguridad_pct,2017,43.5,DEPARTAMENTO
43.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2017,19,DEPARTAMENTO,PASCO,PASCO,percepcion_inseguridad_pct,2017,43.0,DEPARTAMENTO
41.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2017,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,percepcion_inseguridad_pct,2017,41.8,DEPARTAMENTO
40.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2017,16,DEPARTAMENTO,LORETO,LORETO,percepcion_inseguridad_pct,2017,40.8,DEPARTAMENTO
40.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2017,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,percepcion_inseguridad_pct,2017,40.7,DEPARTAMENTO
39.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2017,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,percepcion_inseguridad_pct,2017,39.2,DEPARTAMENTO
36.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2017,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,percepcion_inseguridad_pct,2017,36.7,DEPARTAMENTO
30.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2017,2,DEPARTAMENTO,ÁNCASH,ANCASH,percepcion_inseguridad_pct,2017,30.1,DEPARTAMENTO
26.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2017,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,percepcion_inseguridad_pct,2017,26.4,DEPARTAMENTO
55.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2018,0,NACIONAL,NACIONAL,NACIONAL,percepcion_inseguridad_pct,2018,55.3,NACIONAL
71.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2018,21,DEPARTAMENTO,PUNO,PUNO,percepcion_inseguridad_pct,2018,71.7,DEPARTAMENTO
70.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2018,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,percepcion_inseguridad_pct,2018,70.6,DEPARTAMENTO
65.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2018,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,percepcion_inseguridad_pct,2018,65.7,DEPARTAMENTO
61.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2018,11,DEPARTAMENTO,ICA,ICA,percepcion_inseguridad_pct,2018,61.2,DEPARTAMENTO
60.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2018,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,percepcion_inseguridad_pct,2018,60.0,DEPARTAMENTO
59.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2018,23,DEPARTAMENTO,TACNA,TACNA,percepcion_inseguridad_pct,2018,59.7,DEPARTAMENTO
57.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2018,12,DEPARTAMENTO,JUNÍN,JUNIN,percepcion_inseguridad_pct,2018,57.5,DEPARTAMENTO
57.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2018,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,percepcion_inseguridad_pct,2018,57.4,DEPARTAMENTO
56.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2018,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,percepcion_inseguridad_pct,2018,56.8,DEPARTAMENTO
56.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2018,8,DEPARTAMENTO,CUSCO,CUSCO,percepcion_inseguridad_pct,2018,56.5,DEPARTAMENTO
55.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2018,20,DEPARTAMENTO,PIURA,PIURA,percepcion_inseguridad_pct,2018,55.6,DEPARTAMENTO
52.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2018,25,DEPARTAMENTO,UCAYALI,UCAYALI,percepcion_inseguridad_pct,2018,52.0,DEPARTAMENTO
50.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2018,24,DEPARTAMENTO,TUMBES,TUMBES,percepcion_inseguridad_pct,2018,50.4,DEPARTAMENTO
49.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2018,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,percepcion_inseguridad_pct,2018,49.4,DEPARTAMENTO
49.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2018,3,DEPARTAMENTO,APURÍMAC,APURIMAC,percepcion_inseguridad_pct,2018,49.1,DEPARTAMENTO
49.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2018,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,percepcion_inseguridad_pct,2018,49.0,DEPARTAMENTO
48.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2018,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,percepcion_inseguridad_pct,2018,48.2,DEPARTAMENTO
45.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2018,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,percepcion_inseguridad_pct,2018,45.5,DEPARTAMENTO
44.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2018,16,DEPARTAMENTO,LORETO,LORETO,percepcion_inseguridad_pct,2018,44.2,DEPARTAMENTO
43.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2018,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,percepcion_inseguridad_pct,2018,43.3,DEPARTAMENTO
43.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2018,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,percepcion_inseguridad_pct,2018,43.2,DEPARTAMENTO
40.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2018,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,percepcion_inseguridad_pct,2018,40.3,DEPARTAMENTO
39.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2018,19,DEPARTAMENTO,PASCO,PASCO,percepcion_inseguridad_pct,2018,39.4,DEPARTAMENTO
33.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2018,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,percepcion_inseguridad_pct,2018,33.6,DEPARTAMENTO
29.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2018,2,DEPARTAMENTO,ÁNCASH,ANCASH,percepcion_inseguridad_pct,2018,29.7,DEPARTAMENTO
27.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2018,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,percepcion_inseguridad_pct,2018,27.1,DEPARTAMENTO
55.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2019,0,NACIONAL,NACIONAL,NACIONAL,percepcion_inseguridad_pct,2019,55.8,NACIONAL
75.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2019,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,percepcion_inseguridad_pct,2019,75.9,DEPARTAMENTO
68.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2019,21,DEPARTAMENTO,PUNO,PUNO,percepcion_inseguridad_pct,2019,68.8,DEPARTAMENTO
64.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2019,23,DEPARTAMENTO,TACNA,TACNA,percepcion_inseguridad_pct,2019,64.0,DEPARTAMENTO
62.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2019,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,percepcion_inseguridad_pct,2019,62.7,DEPARTAMENTO
61.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2019,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,percepcion_inseguridad_pct,2019,61.4,DEPARTAMENTO
60.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2019,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,percepcion_inseguridad_pct,2019,60.0,DEPARTAMENTO
59.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2019,12,DEPARTAMENTO,JUNÍN,JUNIN,percepcion_inseguridad_pct,2019,59.7,DEPARTAMENTO
56.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2019,8,DEPARTAMENTO,CUSCO,CUSCO,percepcion_inseguridad_pct,2019,56.8,DEPARTAMENTO
55.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2019,11,DEPARTAMENTO,ICA,ICA,percepcion_inseguridad_pct,2019,55.3,DEPARTAMENTO
54.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2019,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,percepcion_inseguridad_pct,2019,54.7,DEPARTAMENTO
54.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2019,3,DEPARTAMENTO,APURÍMAC,APURIMAC,percepcion_inseguridad_pct,2019,54.6,DEPARTAMENTO
52.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2019,25,DEPARTAMENTO,UCAYALI,UCAYALI,percepcion_inseguridad_pct,2019,52.0,DEPARTAMENTO
50.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2019,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,percepcion_inseguridad_pct,2019,50.9,DEPARTAMENTO
50.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2019,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,percepcion_inseguridad_pct,2019,50.8,DEPARTAMENTO
50.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2019,20,DEPARTAMENTO,PIURA,PIURA,percepcion_inseguridad_pct,2019,50.3,DEPARTAMENTO
46.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2019,24,DEPARTAMENTO,TUMBES,TUMBES,percepcion_inseguridad_pct,2019,46.4,DEPARTAMENTO
45.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2019,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,percepcion_inseguridad_pct,2019,45.6,DEPARTAMENTO
45.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2019,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,percepcion_inseguridad_pct,2019,45.0,DEPARTAMENTO
42.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2019,16,DEPARTAMENTO,LORETO,LORETO,percepcion_inseguridad_pct,2019,42.5,DEPARTAMENTO
42.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2019,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,percepcion_inseguridad_pct,2019,42.3,DEPARTAMENTO
39.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2019,19,DEPARTAMENTO,PASCO,PASCO,percepcion_inseguridad_pct,2019,39.3,DEPARTAMENTO
39.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2019,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,percepcion_inseguridad_pct,2019,39.1,DEPARTAMENTO
38.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2019,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,percepcion_inseguridad_pct,2019,38.1,DEPARTAMENTO
34.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2019,2,DEPARTAMENTO,ÁNCASH,ANCASH,percepcion_inseguridad_pct,2019,34.4,DEPARTAMENTO
28.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2019,1,DEPARTAMENTO,AMAZONAS,AMAZONAS,percepcion_inseguridad_pct,2019,28.9,DEPARTAMENTO
26.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2019,22,DEPARTAMENTO,SAN MARTÍN,SAN MARTIN,percepcion_inseguridad_pct,2019,26.9,DEPARTAMENTO
30.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2020,0,NACIONAL,NACIONAL,NACIONAL,percepcion_inseguridad_pct,2020,30.6,NACIONAL
37.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2020,1501,DEPARTAMENTO,LIMA METROPOLITANA,LIMA,percepcion_inseguridad_pct,2020,37.7,DEPARTAMENTO
35.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2020,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO,CALLAO,percepcion_inseguridad_pct,2020,35.6,DEPARTAMENTO
34.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2020,14,DEPARTAMENTO,LAMBAYEQUE,LAMBAYEQUE,percepcion_inseguridad_pct,2020,34.3,DEPARTAMENTO
33.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2020,17,DEPARTAMENTO,MADRE DE DIOS,MADRE DE DIOS,percepcion_inseguridad_pct,2020,33.1,DEPARTAMENTO
32.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2020,21,DEPARTAMENTO,PUNO,PUNO,percepcion_inseguridad_pct,2020,32.9,DEPARTAMENTO
30.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2020,20,DEPARTAMENTO,PIURA,PIURA,percepcion_inseguridad_pct,2020,30.0,DEPARTAMENTO
28.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2020,12,DEPARTAMENTO,JUNÍN,JUNIN,percepcion_inseguridad_pct,2020,28.3,DEPARTAMENTO
28.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2020,4,DEPARTAMENTO,AREQUIPA,AREQUIPA,percepcion_inseguridad_pct,2020,28.0,DEPARTAMENTO
27.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2020,8,DEPARTAMENTO,CUSCO,CUSCO,percepcion_inseguridad_pct,2020,27.5,DEPARTAMENTO
26.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2020,11,DEPARTAMENTO,ICA,ICA,percepcion_inseguridad_pct,2020,26.0,DEPARTAMENTO
25.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2020,23,DEPARTAMENTO,TACNA,TACNA,percepcion_inseguridad_pct,2020,25.5,DEPARTAMENTO
25.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2020,1599,DEPARTAMENTO,REGIÓN LIMA,LIMA,percepcion_inseguridad_pct,2020,25.3,DEPARTAMENTO
25.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2020,25,DEPARTAMENTO,UCAYALI,UCAYALI,percepcion_inseguridad_pct,2020,25.0,DEPARTAMENTO
24.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2020,24,DEPARTAMENTO,TUMBES,TUMBES,percepcion_inseguridad_pct,2020,24.9,DEPARTAMENTO
24.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2020,3,DEPARTAMENTO,APURÍMAC,APURIMAC,percepcion_inseguridad_pct,2020,24.7,DEPARTAMENTO
24.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2020,13,DEPARTAMENTO,LA LIBERTAD,LA LIBERTAD,percepcion_inseguridad_pct,2020,24.4,DEPARTAMENTO
23.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2020,5,DEPARTAMENTO,AYACUCHO,AYACUCHO,percepcion_inseguridad_pct,2020,23.8,DEPARTAMENTO
22.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2020,6,DEPARTAMENTO,CAJAMARCA,CAJAMARCA,percepcion_inseguridad_pct,2020,22.8,DEPARTAMENTO
20.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2020,18,DEPARTAMENTO,MOQUEGUA,MOQUEGUA,percepcion_inseguridad_pct,2020,20.6,DEPARTAMENTO
20.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2020,16,DEPARTAMENTO,LORETO,LORETO,percepcion_inseguridad_pct,2020,20.3,DEPARTAMENTO
19.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2020,2,DEPARTAMENTO,ÁNCASH,ANCASH,percepcion_inseguridad_pct,2020,19.8,DEPARTAMENTO
19.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2020,9,DEPARTAMENTO,HUANCAVELICA,HUANCAVELICA,percepcion_inseguridad_pct,2020,19.0,DEPARTAMENTO
18.0,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2020,10,DEPARTAMENTO,HUÁNUCO,HUANUCO,percepcion_inseguridad_pct,2020,18.0,DEPARTAMENTO
17.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2020,19,DEPARTAMENTO,PASCO,PASCO,percepcion_inseguridad_pct,2020,17.9,DEPARTAMENTO
