departamento,anio,denuncias_total,meses_observados,anio_completo,denuncias_estafa,denuncias_extorsion,denuncias_hurto,denuncias_otros,denuncias_robo,denuncias_secuestro,denuncias_violencia_contra_la_mujer_e_integrantes,prop_estafa,prop_extorsion,prop_hurto,prop_otros,prop_robo,prop_secuestro,prop_violencia_contra_la_mujer_e_integrantes,diversidad_modalidades,poblacion,ubigeo,denuncias_tasa_100k,denuncias_tasa_100k_lag1,denuncias_total_lag1,denuncias_tasa_yoy
PROV. CONST. DEL CALLAO,2019,34903,12,True,455.0,112.0,6832.0,10469.0,5294.0,30.0,11711.0,0.013036128699538721,0.003208893218347993,0.19574248631922758,0.29994556341861733,0.15167750623155601,0.0008595249692003552,0.335529897143512,1.413974657522237,,,,,37169.0,
PROV. CONST. DEL CALLAO,2020,25417,12,True,616.0,114.0,3947.0,8578.0,2203.0,31.0,9928.0,0.02423574772789865,0.0044851870795137114,0.15528976669158437,0.337490655860251,0.0866742731242869,0.0012196561356572373,0.3906047133808081,1.3575609924696002,,,,,34903.0,
PROV. CONST. DEL CALLAO,2021,28268,12,True,850.0,171.0,4040.0,10242.0,2555.0,41.0,10369.0,0.030069336352058867,0.006049242960237724,0.14291778689684448,0.36231781519739636,0.09038488750530635,0.001450403282864016,0.3668105278052922,1.3767643928339406,,,,,25417.0,
PROV. CONST. DEL CALLAO,2022,32437,12,True,903.0,747.0,3422.0,15296.0,2615.0,55.0,9399.0,0.027838579400067825,0.023029256713012917,0.10549680919937109,0.4715602552640503,0.08061781299133705,0.0016955945371026915,0.2897616918950581,1.35103101923712,,,,,28268.0,
PROV. CONST. DEL CALLAO,2023,37580,12,True,1077.0,670.0,5516.0,14891.0,5305.0,52.0,10069.0,0.028658861096327835,0.017828632251197445,0.1467802022352315,0.39624800425758383,0.14116551357104842,0.0013837147418839808,0.267935071846727,1.4604163059780486,,,,,32437.0,
PROV. CONST. DEL CALLAO,2024,34536,12,True,1354.0,626.0,5425.0,12900.0,4246.0,37.0,9948.0,0.039205466759323605,0.018126013435255963,0.1570824646745425,0.37352328005559415,0.12294417419504286,0.0010713458420199213,0.288047255038221,1.4818036443732767,,,,,37580.0,
PROV. CONST. DEL CALLAO,2025,29889,12,True,1194.0,920.0,4247.0,12257.0,1924.0,36.0,9311.0,0.039947806885476264,0.03078055471912744,0.14209240857840677,0.4100839773829837,0.06437150791261,0.0012044564890093346,0.3115192880323865,1.426585799977017,,,,,34536.0,
PROV. CONST. DEL CALLAO,2026,16476,7,False,666.0,462.0,2587.0,5969.0,1028.0,22.0,5742.0,0.04042243262927895,0.028040786598689003,0.15701626608400096,0.3622845350813304,0.06239378489924739,0.001335275552318524,0.34850691915513476,1.43774436474744,,,,,29889.0,
PUNO,2018,9827,12,True,34.0,5.0,1476.0,3779.0,502.0,19.0,4012.0,0.0034598555001526406,0.0005088022794342118,0.15019843288897936,0.38455276279637735,0.05108374885519487,0.001933448661850005,0.4082629490180116,1.2054756402348894,1236836.0,210000,794.5273261774398,,,
PUNO,2019,16087,12,True,94.0,8.0,1898.0,6080.0,603.0,21.0,7383.0,0.005843227450736619,0.0004972959532541804,0.1179834649095543,0.3779449244731771,0.037483682476533844,0.0013054018772922235,0.45894200285945175,1.142928467966311,1239022.0,210000,1298.3627409359963,794.5273261774398,9827.0,0.6341322672721217
PUNO,2020,13348,12,True,156.0,6.0,1294.0,5115.0,322.0,17.0,6438.0,0.011687144141444412,0.0004495055439017081,0.09694336230146838,0.38320347617620615,0.02412346418939167,0.0012735990410548397,0.4823194486065328,1.099279911261815,1237997.0,210000,1078.193242794611,1298.3627409359963,16087.0,-0.16957471991430062
PUNO,2021,16809,12,True,220.0,14.0,2041.0,6165.0,582.0,15.0,7772.0,0.013088226545303111,0.0008328871437920162,0.1214230471771075,0.36676780296269856,0.03462430840621096,0.000892379082634303,0.46237134868225355,1.165933558944268,1233277.0,210000,1362.9541457434138,1078.193242794611,13348.0,0.2641093374047865
PUNO,2022,17304,12,True,291.0,39.0,2733.0,6642.0,1026.0,27.0,6546.0,0.016816920943134535,0.0022538141470180304,0.15794036061026354,0.38384188626907073,0.05929264909847434,0.0015603328710124826,0.37829403606102635,1.2867989121334242,1226353.0,210000,1411.0129791340667,1362.9541457434138,16809.0,0.035260785214780155
PUNO,2023,19160,12,True,425.0,95.0,4206.0,6012.0,3254.0,26.0,5142.0,0.022181628392484342,0.004958246346555324,0.21951983298538622,0.3137787056367432,0.1698329853862213,0.0013569937369519833,0.26837160751565764,1.4704163597291788,1217951.0,210000,1573.1338945491239,1411.0129791340667,17304.0,0.11489682789066213
PUNO,2024,20996,12,True,658.0,65.0,4062.0,7263.0,2919.0,28.0,6001.0,0.031339302724328444,0.0030958277767193752,0.19346542198514002,0.3459230329586588,0.13902648123452085,0.0013335873499714232,0.2858163459706611,1.4525172176135208,1208802.0,210000,1736.9263121669223,1573.1338945491239,19160.0,0.10411854844990365
PUNO,2025,15861,12,True,492.0,104.0,2530.0,7406.0,801.0,37.0,4491.0,0.031019481747682997,0.006556963621461446,0.15951074963747558,0.4669314671206103,0.05050122943067902,0.0023327659037891686,0.2831473425383015,1.3113000960377712,1199636.0,210000,1322.1510524859207,1736.9263121669223,20996.0,-0.23879842039098598
PUNO,2026,8054,7,False,261.0,46.0,1390.0,3769.0,345.0,20.0,2223.0,0.0324062577601192,0.005711447727837099,0.17258505090638193,0.46796622796126147,0.04283585795877825,0.0024832381425378696,0.2760119195430842,1.3043558755092084,1190370.0,210000,676.5963523946335,1322.1510524859207,15861.0,-0.4882609281878264
REGION LIMA,2018,23733,12,True,250.0,160.0,4752.0,7378.0,3123.0,30.0,8040.0,0.010533855812581637,0.006741667720052248,0.20022753128555176,0.31087515274090927,0.1315889268107698,0.0012640626975097965,0.33876880293262546,1.4089118984077327,,,,,,
REGION LIMA,2019,25575,12,True,349.0,183.0,4195.0,8436.0,2743.0,41.0,9628.0,0.01364613880742913,0.007155425219941349,0.1640273704789834,0.3298533724340176,0.10725317693059629,0.001603128054740958,0.3764613880742913,1.3738531560495284,,,,,23733.0,
REGION LIMA,2020,21150,12,True,406.0,135.0,2872.0,7817.0,1768.0,38.0,8114.0,0.019196217494089833,0.006382978723404255,0.1357919621749409,0.3695981087470449,0.08359338061465721,0.0017966903073286051,0.3836406619385343,1.333511863548084,,,,,25575.0,
REGION LIMA,2021,23013,12,True,536.0,245.0,3309.0,8527.0,2181.0,46.0,8169.0,0.02329118324425325,0.010646156520227698,0.14378829357319775,0.3705297006040064,0.09477251988006778,0.0019988702037978534,0.3549732759744492,1.3860468829637613,,,,,21150.0,
REGION LIMA,2022,25192,12,True,734.0,869.0,4167.0,9721.0,2568.0,37.0,7096.0,0.02913623372499206,0.03449507780247698,0.16540965385836773,0.3858764687202286,0.10193712289615751,0.001468720228644014,0.2816767227691331,1.4834619157334612,,,,,23013.0,
REGION LIMA,2023,29298,12,True,1102.0,1185.0,4573.0,10572.0,3697.0,33.0,8136.0,0.03761348897535668,0.040446446856440714,0.15608573964093111,0.36084374360024574,0.1261860877875623,0.0011263567479008806,0.27769813639156254,1.5354917585452692,,,,,25192.0,
REGION LIMA,2024,28248,12,True,1205.0,1210.0,4487.0,10478.0,2945.0,49.0,7874.0,0.04265788728405551,0.042834890965732085,0.15884310393656187,0.3709289153214387,0.10425516850750495,0.001734636080430473,0.2787453979042764,1.5324498234155497,,,,,29298.0,
REGION LIMA,2025,28138,12,True,1076.0,1441.0,4031.0,12236.0,1974.0,43.0,7337.0,0.03824010235269031,0.051211884284597345,0.1432582273082664,0.4348567773118203,0.07015423981803966,0.0015281825289643898,0.2607505863956216,1.4643001491259051,,,,,28248.0,
REGION LIMA,2026,15992,7,False,537.0,956.0,2030.0,7014.0,942.0,18.0,4495.0,0.03357928964482241,0.059779889944972485,0.1269384692346173,0.4385942971485743,0.058904452226113055,0.0011255627813906953,0.28107803901950973,1.4370290289174743,,,,,28138.0,
SAN MARTIN,2018,11910,12,True,187.0,33.0,3385.0,3949.0,680.0,24.0,3652.0,0.015701091519731317,0.0027707808564231737,0.28421494542401343,0.33157010915197316,0.05709487825356843,0.0020151133501259445,0.30663308144416457,1.3435586803908757,866861.0,220000,1373.9226934883447,,,
SAN MARTIN,2019,14274,12,True,211.0,37.0,3758.0,3998.0,636.0,30.0,5604.0,0.014782121339498388,0.002592125542945215,0.2632758862267059,0.28008967353229647,0.04455653635981505,0.002101723413198823,0.39260193358554013,1.3041831723567614,884283.0,220000,1614.1891227129775,1373.9226934883447,11910.0,0.17487623602358893
SAN MARTIN,2020,12557,12,True,260.0,43.0,2356.0,4269.0,324.0,25.0,5280.0,0.020705582543601178,0.003424384805287887,0.18762443258740144,0.33996973799474395,0.025802341323564546,0.0019909213984231904,0.4204825993469778,1.251504313121062,899648.0,220000,1395.7681226435227,1614.1891227129775,14274.0,-0.1353131408185636
SAN MARTIN,2021,16343,12,True,482.0,44.0,3606.0,5319.0,532.0,16.0,6344.0,0.02949274918925534,0.002692284158355259,0.22064492443247874,0.32546044177935507,0.03255216300556813,0.0009790124212200942,0.38817842501376737,1.3042262023341733,912674.0,220000,1790.6722444158593,1395.7681226435227,12557.0,0.28292960368259856
SAN MARTIN,2022,18401,12,True,583.0,155.0,4359.0,6400.0,996.0,24.0,5884.0,0.03168306070322265,0.008423455246997447,0.2368892994945927,0.3478071843921526,0.05412749307102875,0.0013042769414705723,0.3197652301505353,1.3891937669460719,924384.0,220000,1990.6229445771455,1790.6722444158593,16343.0,0.11166236634583715
SAN MARTIN,2023,19440,12,True,739.0,277.0,4623.0,6651.0,1137.0,26.0,5987.0,0.03801440329218107,0.014248971193415639,0.23780864197530865,0.3421296296296296,0.05848765432098765,0.001337448559670782,0.30797325102880657,1.4309968363727188,935194.0,220000,2078.71307985295,1990.6229445771455,18401.0,0.04425254693048708
SAN MARTIN,2024,19914,12,True,887.0,213.0,4831.0,7208.0,787.0,43.0,5945.0,0.04454152857286331,0.010695992768906298,0.24259315054735361,0.3619564125740685,0.03951993572361153,0.0021592849251782665,0.29853369488801845,1.4003835298602048,945523.0,220000,2106.135969193769,2078.71307985295,19440.0,0.01319224360812643
SAN MARTIN,2025,17837,12,True,897.0,206.0,3303.0,8113.0,441.0,28.0,4849.0,0.05028872568256994,0.011549027302797556,0.18517687952009868,0.4548410607164882,0.024723888546280205,0.0015697707013511242,0.2718506475304143,1.3282013688133265,955789.0,220000,1866.2068720188242,2106.135969193769,19914.0,-0.11391909196954175
SAN MARTIN,2026,9621,7,False,433.0,114.0,2025.0,4155.0,218.0,15.0,2661.0,0.0450057166614697,0.011849080137199874,0.21047708138447146,0.4318677892111007,0.022658767279908534,0.0015590894917368258,0.2765824758341129,1.3340999189322962,965964.0,220000,995.9998509261214,1866.2068720188242,17837.0,-0.4662971903813272
TACNA,2018,9806,12,True,121.0,5.0,1746.0,3064.0,339.0,9.0,4522.0,0.012339384050581277,0.0005098919029165817,0.17805425249847032,0.3124617581072813,0.03457067101774424,0.000917805425249847,0.4611462369977565,1.2085234830085931,354644.0,230000,2765.026336269611,,,
TACNA,2019,12064,12,True,191.0,23.0,2282.0,4237.0,341.0,19.0,4971.0,0.015832228116710874,0.001906498673740053,0.189157824933687,0.3512102122015915,0.028265915119363397,0.0015749336870026526,0.4120523872679045,1.2363423295128633,363205.0,230000,3321.540177035008,2765.026336269611,9806.0,0.20126891142606929
TACNA,2020,9478,12,True,140.0,9.0,1354.0,3579.0,223.0,12.0,4161.0,0.014771048744460856,0.0009495674192867694,0.14285714285714285,0.37761131040303864,0.023528170500105507,0.0012660898923823592,0.43901667018358304,1.1726824812883057,370974.0,230000,2554.896030449573,3321.540177035008,12064.0,-0.23080983692022783
TACNA,2021,10825,12,True,190.0,23.0,1883.0,4387.0,316.0,25.0,4001.0,0.017551963048498844,0.0021247113163972288,0.17394919168591225,0.40526558891454967,0.029191685912240185,0.0023094688221709007,0.36960739030023093,1.239363095345755,377842.0,230000,2864.9541342677626,2554.896030449573,9478.0,0.1213584036778319
TACNA,2022,12454,12,True,206.0,99.0,2470.0,5169.0,480.0,16.0,4014.0,0.016540870403083347,0.007949253251967239,0.19832985386221294,0.4150473743375622,0.03854183394893207,0.0012847277982977357,0.32230608639794445,1.291098864667696,384222.0,230000,3241.3552581580443,2864.9541342677626,10825.0,0.13138120411358134
TACNA,2023,13203,12,True,289.0,135.0,3283.0,4899.0,995.0,13.0,3589.0,0.02188896462925093,0.010224948875255624,0.24865560857380897,0.37105203362872075,0.07536166022873589,0.000984624706506097,0.2718321593577217,1.4001729027633525,390279.0,230000,3382.9644946307644,3241.3552581580443,12454.0,0.04368828011564263
TACNA,2024,12134,12,True,306.0,119.0,2696.0,4561.0,927.0,11.0,3514.0,0.025218394593703643,0.009807153453106973,0.22218559419812098,0.37588594033294875,0.07639690126916103,0.0009065435965056865,0.28959947255645296,1.4018944467488224,396180.0,230000,3062.7492553889647,3382.9644946307644,13203.0,-0.09465521726581105
TACNA,2025,10864,12,True,393.0,82.0,1940.0,4756.0,416.0,15.0,3262.0,0.03617452135493373,0.007547864506627393,0.17857142857142858,0.4377761413843888,0.03829160530191458,0.0013807069219440354,0.3002577319587629,1.321484883957106,402089.0,230000,2701.889382698855,3062.7492553889647,12134.0,-0.11782220567196933
TACNA,2026,6625,7,False,218.0,74.0,1121.0,2851.0,281.0,7.0,2073.0,0.03290566037735849,0.011169811320754716,0.16920754716981132,0.43033962264150943,0.04241509433962264,0.0010566037735849057,0.3129056603773585,1.3308532883571262,407996.0,230000,1623.7904293179347,2701.889382698855,10864.0,-0.3990166882050634
TUMBES,2018,9390,12,True,82.0,115.0,1735.0,3383.0,1157.0,3.0,2915.0,0.00873269435569755,0.012247071352502662,0.1847710330138445,0.3602768903088392,0.12321618743343983,0.0003194888178913738,0.3104366347177849,1.3988325109147985,241321.0,240000,3891.082831581172,,,
TUMBES,2019,9378,12,True,108.0,107.0,1712.0,3426.0,889.0,9.0,3127.0,0.011516314779270634,0.011409682235018127,0.18255491576029004,0.3653230966090851,0.09479633184047771,0.0009596928982725527,0.33343996587758584,1.3770159185357023,246699.0,240000,3801.393601109044,3891.082831581172,9390.0,-0.023049941199962065
TUMBES,2020,6962,12,True,101.0,67.0,898.0,3416.0,389.0,8.0,2083.0,0.014507325481183568,0.009623671358804941,0.1289859235851767,0.4906636024130997,0.055874748635449584,0.0011490950876185005,0.29919563343866706,1.2496027890334847,251521.0,240000,2767.959732984522,3801.393601109044,9378.0,-0.27185658118197
TUMBES,2021,7829,12,True,124.0,72.0,1031.0,4115.0,338.0,1.0,2148.0,0.01583854898454464,0.009196576829735598,0.1316898709924639,0.5256099118661387,0.04317281900625878,0.00012773023374632777,0.27436454208711203,1.2054761748984673,255712.0,240000,3061.647478413215,2767.959732984522,6962.0,0.1061026076098397
TUMBES,2022,8452,12,True,123.0,238.0,1466.0,3984.0,588.0,5.0,2048.0,0.014552768575485093,0.0281590156176053,0.173450070989115,0.4713677236157123,0.06956933270231898,0.0005915759583530525,0.2423095125414103,1.3537797004099859,259556.0,240000,3256.3300405307527,3061.647478413215,7829.0,0.0635875173383571
TUMBES,2023,8972,12,True,158.0,265.0,1408.0,4159.0,730.0,13.0,2239.0,0.01761034329023629,0.029536335265269727,0.15693267944716896,0.4635532768613464,0.08136424431564869,0.0014489522960321,0.24955416852429782,1.3821898316265127,263164.0,240000,3409.280904683011,3256.3300405307527,8452.0,0.046970320037746705
TUMBES,2024,7960,12,True,194.0,307.0,1471.0,3646.0,474.0,14.0,1854.0,0.02437185929648241,0.0385678391959799,0.18479899497487437,0.4580402010050251,0.059547738693467335,0.0017587939698492463,0.2329145728643216,1.4042590102972792,266653.0,240000,2985.152989090691,3409.280904683011,8972.0,-0.1244039219560158
TUMBES,2025,7732,12,True,187.0,621.0,1259.0,3503.0,309.0,10.0,1843.0,0.024185204345576822,0.08031557165028454,0.16282979824107605,0.45305225038799796,0.03996378685980342,0.0012933264355923435,0.23836006207966892,1.4258819910224847,270134.0,240000,2862.283163170871,2985.152989090691,7960.0,-0.041160311169595176
TUMBES,2026,4028,7,False,97.0,439.0,496.0,1738.0,141.0,9.0,1108.0,0.024081429990069514,0.108987090367428,0.12313803376365443,0.4314796425024826,0.03500496524329692,0.0022343594836146973,0.27507447864945384,1.437914098637215,273604.0,240000,1472.2006988201927,2862.283163170871,7732.0,-0.4856551169489215
UCAYALI,2018,10665,12,True,83.0,21.0,1851.0,5413.0,1073.0,16.0,2208.0,0.007782466010314112,0.001969057665260197,0.17355836849507736,0.5075480543834974,0.1006094702297234,0.0015002344116268166,0.2070323488045007,1.2650581256493783,558767.0,250000,1908.6667609218152,,,
UCAYALI,2019,14490,12,True,196.0,75.0,4242.0,4669.0,2157.0,13.0,3138.0,0.01352657004830918,0.005175983436853002,0.2927536231884058,0.32222222222222224,0.14886128364389234,0.0008971704623878537,0.2165631469979296,1.4311488254579883,574509.0,250000,2522.1536999420377,1908.6667609218152,10665.0,0.32142171256963215
UCAYALI,2020,10396,12,True,161.0,39.0,2850.0,3415.0,1062.0,17.0,2852.0,0.015486725663716814,0.0037514428626394766,0.27414390150057716,0.32849172758753364,0.1021546748749519,0.0016352443247402847,0.2743362831858407,1.404321275498299,589110.0,250000,1764.6958972008624,2522.1536999420377,14490.0,-0.3003218252553691
UCAYALI,2021,12511,12,True,261.0,41.0,3613.0,4018.0,1069.0,25.0,3484.0,0.020861641755255376,0.0032771161377987373,0.2887858684357765,0.32115738150427625,0.08544480856845975,0.0019982415474382544,0.2784749420509951,1.40156380184357,602400.0,250000,2076.859229747676,1764.6958972008624,10396.0,0.17689355601832757
UCAYALI,2022,11828,12,True,349.0,100.0,3208.0,3786.0,1326.0,17.0,3042.0,0.029506256340886033,0.008454514710855596,0.27122083192424756,0.3200879269529929,0.11210686506594522,0.0014372675008454514,0.25718633750422726,1.4668130282831293,615024.0,250000,1923.176981711283,2076.859229747676,12511.0,-0.07399743123421254
UCAYALI,2023,13251,12,True,487.0,333.0,3350.0,4574.0,1819.0,15.0,2673.0,0.03675194324956607,0.02513017885442608,0.2528111085955777,0.34518149573617085,0.1372726586672704,0.0011319900384876612,0.20172062485850126,1.5319943259554931,627233.0,250000,2112.6120596333417,1923.176981711283,11828.0,0.09850111545818074
UCAYALI,2024,12539,12,True,491.0,173.0,3118.0,5004.0,1152.0,20.0,2581.0,0.03915782757795677,0.0137969535050642,0.248664167796475,0.3990748863545737,0.0918733551319882,0.0015950235265970174,0.20583778610734507,1.4535883019513496,639279.0,250000,1961.4284217063287,2112.6120596333417,13251.0,-0.07156242303816629
UCAYALI,2025,8709,12,True,367.0,156.0,2056.0,3725.0,470.0,21.0,1914.0,0.04214031461706281,0.017912504305890458,0.2360776208519922,0.42771845217591,0.05396716040877254,0.002411298656562177,0.21977264898380985,1.4146300221930308,651416.0,250000,1336.9336952116619,1961.4284217063287,12539.0,-0.31838772171527563
UCAYALI,2026,4653,7,False,166.0,95.0,1183.0,1793.0,235.0,8.0,1173.0,0.035675908016333545,0.02041693531055233,0.2542445733935096,0.38534278959810875,0.050505050505050504,0.0017193208682570384,0.25209542230818827,1.4231280131045851,663630.0,250000,701.1437095972153,1336.9336952116619,8709.0,-0.4755583525881506
