departamento,anio,denuncias_total,meses_observados,anio_completo,denuncias_estafa,denuncias_extorsion,denuncias_hurto,denuncias_otros,denuncias_robo,denuncias_secuestro,denuncias_violencia_contra_la_mujer_e_integrantes,prop_estafa,prop_extorsion,prop_hurto,prop_otros,prop_robo,prop_secuestro,prop_violencia_contra_la_mujer_e_integrantes,diversidad_modalidades,poblacion,ubigeo,denuncias_tasa_100k,denuncias_tasa_100k_lag1,denuncias_total_lag1,denuncias_tasa_yoy,confianza_pnp_pct,percepcion_inseguridad_pct,victimizacion_estafa_pct,victimizacion_pct,victimizacion_robo_pct,victimizacion_pct_lag1,percepcion_inseguridad_pct_lag1,confianza_pnp_pct_lag1,victimizacion_robo_pct_lag1,victimizacion_estafa_pct_lag1,brecha_percepcion_victimizacion,victimizacion_alta_q75_anual
JUNIN,2024,40562,12,True,1146.0,212.0,7229.0,18825.0,3235.0,20.0,9895.0,0.028253044721660667,0.005226566737340368,0.17822099501996944,0.4641043341058133,0.07975444997781174,0.0004930723337113554,0.2439475371036931,1.3414770900610058,1380561.0,120000,2938.0809685338063,3422.9713507683778,47163.0,-0.14165773900670386,16.3,57.5,3.8,34.6,22.1,28.7,59.1,19.0,20.0,4.1,22.9,1
LA LIBERTAD,2018,36246,12,True,497.0,968.0,7200.0,11768.0,5085.0,54.0,10674.0,0.013711857860177675,0.026706395188434585,0.19864260883959609,0.32467030844782874,0.14029134249296474,0.0014898195662969708,0.2944876676047012,1.4871131055417173,1938501.0,130000,1869.7952696439156,,,,17.8,49.4,6.0,23.9,14.1,,,,,,25.5,0
LA LIBERTAD,2019,43564,12,True,651.0,1225.0,8806.0,13864.0,5387.0,68.0,13563.0,0.014943531356165642,0.028119548250849325,0.20213938114039115,0.31824442199981634,0.12365714810393903,0.0015609218620879625,0.31133504728675054,1.4826404538843199,1979901.0,130000,2200.3120358038104,1869.7952696439156,36246.0,0.17676628640890635,17.0,50.9,6.2,24.1,14.8,23.9,49.4,17.8,14.1,6.0,26.799999999999997,0
LA LIBERTAD,2020,32053,12,True,781.0,677.0,4907.0,12461.0,2776.0,45.0,10406.0,0.024365893988082237,0.02112126790004056,0.153090194365582,0.3887623623373787,0.08660655788849718,0.0014039247496334195,0.32464979877078587,1.4129177672768585,2016771.0,130000,1589.3227342122632,2200.3120358038104,43564.0,-0.2776830247935006,24.7,24.4,5.0,22.8,14.4,24.1,50.9,17.0,14.8,6.2,1.5999999999999979,0
LA LIBERTAD,2021,36251,12,True,1116.0,1009.0,6662.0,12777.0,3871.0,69.0,10747.0,0.030785357645306335,0.027833714932001877,0.18377424071060108,0.35245924250365507,0.10678326115141651,0.001903395768392596,0.2964607872886265,1.496956956409951,2048492.0,130000,1769.6432302396104,1589.3227342122632,32053.0,0.11345744457416429,25.4,50.9,5.7,20.0,10.8,22.8,24.4,24.7,14.4,5.0,30.9,1
LA LIBERTAD,2022,47441,12,True,1633.0,2169.0,9282.0,18160.0,5310.0,96.0,10791.0,0.03442170274656942,0.045719946881389514,0.19565354861828377,0.3827912565080837,0.11192850066398263,0.002023566113699121,0.22746147846799183,1.5382802769693935,2077345.0,130000,2283.732360296436,1769.6432302396104,36251.0,0.29050439166046926,20.8,58.1,3.9,21.6,12.5,20.0,50.9,25.4,10.8,5.7,36.5,0
LA LIBERTAD,2023,56880,12,True,1974.0,3078.0,12863.0,19429.0,7740.0,82.0,11714.0,0.03470464135021097,0.05411392405063291,0.22614275668073136,0.3415787623066104,0.1360759493670886,0.0014416315049226441,0.20594233473980308,1.583829642075689,2104254.0,130000,2703.095728937666,2283.732360296436,47441.0,0.18363069855821257,18.8,57.7,4.5,22.5,12.2,21.6,58.1,20.8,12.5,3.9,35.2,0
LA LIBERTAD,2024,57477,12,True,2293.0,5096.0,12667.0,20614.0,6448.0,84.0,10275.0,0.03989421855698801,0.0886615515771526,0.2203838056961915,0.3586478069488665,0.11218400403639717,0.0014614541468761417,0.17876715903752805,1.607143031123612,2130145.0,130000,2698.2670193813096,2703.095728937666,56880.0,-0.0017863627635023027,17.5,59.2,4.1,25.0,13.1,22.5,57.7,18.8,12.2,4.5,34.2,0
LAMBAYEQUE,2018,43673,12,True,627.0,198.0,11671.0,13950.0,5790.0,49.0,11388.0,0.014356696357016922,0.004533693586426396,0.2672360497332448,0.31941932086185976,0.13257619123943856,0.0011219746754287546,0.26075607354658487,1.4285811121613412,1270295.0,140000,3438.020302370709,,,,18.2,65.7,0.2,13.7,11.7,,,,,,52.0,0
LAMBAYEQUE,2019,43223,12,True,730.0,194.0,10867.0,13660.0,4574.0,65.0,13133.0,0.016889156236263102,0.0044883511093630705,0.25141706961571386,0.3160354440922657,0.10582328852694167,0.001503828979941235,0.3038428614395114,1.4137529507887479,1292105.0,140000,3345.1615774259835,3438.020302370709,43673.0,-0.027009359101426544,25.6,54.7,0.5,15.9,13.5,13.7,65.7,18.2,11.7,0.2,38.800000000000004,0
LAMBAYEQUE,2020,32380,12,True,741.0,107.0,6651.0,12092.0,2211.0,33.0,10545.0,0.02288449660284126,0.003304508956145769,0.20540457072266832,0.3734403953057443,0.06828289067325509,0.001019147621988882,0.3256639901173564,1.353922408812018,1310785.0,140000,2470.275445629909,3345.1615774259835,43223.0,-0.2615377797293956,38.8,34.3,0.2,16.7,13.7,15.9,54.7,25.6,13.5,0.5,17.599999999999998,0
LAMBAYEQUE,2021,40817,12,True,1135.0,192.0,9038.0,14964.0,3694.0,51.0,11743.0,0.027807041183820467,0.004703922385280643,0.2214273464487836,0.3666119509028101,0.09050150672513904,0.0012494793835901709,0.287698752970576,1.4107419711616944,1325912.0,140000,3078.409426869958,2470.275445629909,32380.0,0.24618063638040089,27.7,57.0,0.3,11.7,9.7,16.7,34.3,38.8,13.7,0.2,45.3,0
LAMBAYEQUE,2022,51969,12,True,1495.0,415.0,13315.0,20428.0,4922.0,54.0,11340.0,0.028767149646904886,0.007985529835093999,0.25621043314283515,0.39308049029228964,0.09471030806827146,0.0010390809905905444,0.21820700802401433,1.4191260273062876,1338994.0,140000,3881.1973765379084,3078.409426869958,40817.0,0.26078011022861336,22.8,65.1,0.5,13.6,11.3,11.7,57.0,27.7,9.7,0.3,51.49999999999999,0
LAMBAYEQUE,2023,62773,12,True,1798.0,718.0,17579.0,23706.0,7207.0,69.0,11696.0,0.028642887865802175,0.011438038647189078,0.2800407818648145,0.3776464403485575,0.11481050770235611,0.0010991987000780591,0.18632214487120258,1.446159850340622,1350663.0,140000,4647.569378890219,3881.1973765379084,51969.0,0.19745762145081303,22.6,64.4,1.9,16.7,11.6,13.6,65.1,22.8,11.3,0.5,47.7,0
LAMBAYEQUE,2024,62995,12,True,2214.0,807.0,15884.0,27699.0,5781.0,44.0,10566.0,0.035145646479879354,0.012810540519088816,0.25214699579331695,0.43970156361616003,0.09176918803079609,0.0006984681323914596,0.16772759742836732,1.4059043334376682,1361554.0,140000,4626.69861055823,4647.569378890219,62773.0,-0.004490684620392371,17.2,56.0,1.3,16.9,10.9,16.7,64.4,22.6,11.6,1.9,39.1,0
LIMA METROPOLITANA,2018,294244,12,True,3891.0,570.0,69339.0,87235.0,50052.0,390.0,82767.0,0.013223719090278816,0.001937167792716249,0.23565136417395088,0.29647163578526664,0.17010372344041,0.001325430595016381,0.281286959122361,1.4372389807503159,,,,,,,18.3,60.0,5.0,28.4,20.1,,,,,,31.6,1
LIMA METROPOLITANA,2019,301414,12,True,4880.0,757.0,63620.0,90845.0,46470.0,404.0,94438.0,0.016190356121480756,0.0025114958163854366,0.21107181484602572,0.30139608644588506,0.1541733297059858,0.0013403491543193084,0.3133165679099179,1.4323393316000816,,,,,294244.0,,19.2,62.7,3.9,30.9,22.8,28.4,60.0,18.3,20.1,5.0,31.800000000000004,1
LIMA METROPOLITANA,2020,209987,12,True,5398.0,724.0,39056.0,64985.0,21783.0,321.0,77720.0,0.025706353250439313,0.003447832484868111,0.1859924662002886,0.3094715387143014,0.10373499311862162,0.001528666060279922,0.3701181501712011,1.4023232069128975,,,,,301414.0,,30.4,37.7,3.2,27.9,21.1,30.9,62.7,19.2,22.8,3.9,9.800000000000004,1
LIMA METROPOLITANA,2021,243815,12,True,8393.0,1347.0,49583.0,79395.0,27352.0,386.0,77359.0,0.03442364087525378,0.005524680597994381,0.20336320570924676,0.3256362405922523,0.11218341775526526,0.0015831675655722576,0.31728564690441524,1.4538109351272006,,,,,209987.0,,29.0,61.7,2.8,22.2,14.9,27.9,37.7,30.4,21.1,3.2,39.5,1
LIMA METROPOLITANA,2022,294568,12,True,11172.0,7642.0,60718.0,97807.0,38112.0,486.0,78631.0,0.037926726596235846,0.025943075962086854,0.20612558051112137,0.3320353874147905,0.12938268922625676,0.0016498737133700877,0.2669366665761386,1.5381525966691563,,,,,243815.0,,24.5,68.3,4.7,26.7,18.9,22.2,61.7,29.0,14.9,2.8,41.599999999999994,1
