departamento,anio,denuncias_total,meses_observados,anio_completo,denuncias_estafa,denuncias_extorsion,denuncias_hurto,denuncias_otros,denuncias_robo,denuncias_secuestro,denuncias_violencia_contra_la_mujer_e_integrantes,prop_estafa,prop_extorsion,prop_hurto,prop_otros,prop_robo,prop_secuestro,prop_violencia_contra_la_mujer_e_integrantes,diversidad_modalidades,poblacion,ubigeo,denuncias_tasa_100k,denuncias_tasa_100k_lag1,denuncias_total_lag1,denuncias_tasa_yoy,confianza_pnp_pct,percepcion_inseguridad_pct,victimizacion_estafa_pct,victimizacion_pct,victimizacion_robo_pct,victimizacion_pct_lag1,percepcion_inseguridad_pct_lag1,confianza_pnp_pct_lag1,victimizacion_robo_pct_lag1,victimizacion_estafa_pct_lag1,brecha_percepcion_victimizacion,victimizacion_alta_q75_anual
ANCASH,2021,27106,12,True,673.0,177.0,3723.0,10867.0,1235.0,33.0,10398.0,0.024828451265402493,0.006529919575001844,0.137349664280971,0.4009075481443223,0.045561868221058066,0.0012174426326274626,0.38360510588061686,1.280168326946844,1188391.0,020000,2280.899131683091,2062.528903863843,24351.0,0.10587499036263881,25.2,27.9,3.0,10.8,5.7,15.9,19.8,27.3,7.6,6.2,17.099999999999998,0
ANCASH,2022,30036,12,True,736.0,426.0,4926.0,12697.0,1439.0,34.0,9778.0,0.024503928618990544,0.01418298042349181,0.1640031961646025,0.4227260620588627,0.04790917565587961,0.0011319749633772805,0.3255426821147956,1.3303111220845227,1194156.0,020000,2515.2492639152674,2280.899131683091,27106.0,0.10274462775530435,19.0,37.5,5.6,17.4,7.8,10.8,27.9,25.2,5.7,3.0,20.1,0
ANCASH,2023,31506,12,True,949.0,476.0,5558.0,12632.0,1968.0,23.0,9900.0,0.030121246746651432,0.015108233352377326,0.17641084237922935,0.4009395035866184,0.06246429251571129,0.0007300196787913413,0.31422586174062084,1.3835980795886125,1198547.0,020000,2628.682896874299,2515.2492639152674,30036.0,0.04509836642689602,20.4,28.8,4.1,17.2,7.0,17.4,37.5,19.0,7.8,5.6,11.600000000000001,0
ANCASH,2024,31238,12,True,1020.0,594.0,5325.0,12863.0,1687.0,36.0,9713.0,0.03265253857481273,0.019015301875920352,0.17046545873615468,0.41177412126256485,0.05400473781932262,0.001152442537934567,0.3109353991932902,1.382675744020396,1202171.0,020000,2598.465609301838,2628.682896874299,31506.0,-0.01149521975754153,17.9,31.4,3.4,17.6,7.4,17.2,28.8,20.4,7.0,4.1,13.799999999999997,0
APURIMAC,2018,9442,12,True,85.0,4.0,1083.0,3594.0,280.0,17.0,4379.0,0.009002330014827368,0.00042363905952128787,0.11470027536538868,0.38063969497987715,0.02965473416649015,0.0018004660029654735,0.46377886041092986,1.13378110275414,427323.0,030000,2209.569810190418,,,,10.5,49.1,3.2,21.5,12.7,,,,,,27.6,0
APURIMAC,2019,11780,12,True,130.0,5.0,1166.0,4496.0,324.0,22.0,5637.0,0.011035653650254669,0.00042444821731748726,0.09898132427843803,0.38166383701188455,0.027504244482173174,0.001867572156196944,0.47852292020373516,1.1128442259271414,429587.0,030000,2742.1686410436073,2209.569810190418,9442.0,0.24104186633835778,11.5,54.6,2.6,26.7,17.9,21.5,49.1,10.5,12.7,3.2,27.900000000000002,0
APURIMAC,2020,10878,12,True,173.0,8.0,733.0,4415.0,151.0,14.0,5384.0,0.015903658760801617,0.0007354293068578783,0.0673837102408531,0.4058650487221916,0.013881228166942452,0.001287001287001287,0.4949439235153521,1.0349446284189583,430736.0,030000,2525.4448200289735,2742.1686410436073,11780.0,-0.07903373183209972,19.1,24.7,2.6,24.7,15.9,26.7,54.6,11.5,17.9,2.6,0.0,1
APURIMAC,2021,12128,12,True,182.0,7.0,1093.0,5229.0,170.0,7.0,5440.0,0.015006596306068602,0.0005771767810026385,0.09012203166226913,0.431151055408971,0.014017150395778364,0.0005771767810026385,0.44854881266490765,1.0706742853834785,430609.0,030000,2816.476199986531,2525.4448200289735,10878.0,0.11523965110994516,15.2,43.2,1.5,15.6,7.9,24.7,24.7,19.1,15.9,2.6,27.6,0
APURIMAC,2022,11461,12,True,178.0,28.0,1132.0,4975.0,224.0,11.0,4913.0,0.015530930983334787,0.0024430677951313147,0.09876974086030887,0.43408079574208186,0.019544542361050517,0.000959776633801588,0.4286711456242911,1.1169690911401609,429720.0,030000,2667.085544075212,2816.476199986531,12128.0,-0.05304168943875087,16.5,49.0,8.2,23.8,9.9,15.6,43.2,15.2,7.9,1.5,25.2,0
APURIMAC,2023,11637,12,True,295.0,51.0,1359.0,5122.0,293.0,10.0,4507.0,0.02535017616224113,0.004382572828048466,0.11678267594740913,0.44014780441694595,0.025178310561141188,0.0008593280054996992,0.38729913207871447,1.195090608836332,428311.0,030000,2716.951000558006,2667.085544075212,11461.0,0.01869660933582251,11.7,43.2,1.4,20.3,12.4,23.8,49.0,16.5,9.9,8.2,22.900000000000002,0
APURIMAC,2024,12115,12,True,443.0,42.0,1616.0,5334.0,237.0,16.0,4427.0,0.03656624019810153,0.003466776723070574,0.13338836153528683,0.44028064382996285,0.019562525794469664,0.001320676846884028,0.36541477507222453,1.224100946229865,426626.0,030000,2839.7237861733697,2716.951000558006,11637.0,0.045187706951707485,11.7,45.7,0.7,26.2,13.5,20.3,43.2,11.7,12.4,1.4,19.500000000000004,0
AREQUIPA,2018,57268,12,True,810.0,57.0,9210.0,21353.0,3252.0,91.0,22495.0,0.014144024586156318,0.0009953202486554446,0.16082279807222183,0.3728609345533282,0.056785639449605366,0.001589020046099043,0.3928022630439338,1.2690360603999011,1428708.0,040000,4008.3767991779982,,,,18.4,56.8,3.2,25.3,18.1,,,,,,31.499999999999996,0
AREQUIPA,2019,59314,12,True,763.0,93.0,9380.0,22987.0,3317.0,80.0,22694.0,0.012863742118218295,0.0015679266277775904,0.15814141686616986,0.387547627878747,0.05592271639073406,0.0013487540884108305,0.3826078160299423,1.2629144027545962,1464638.0,040000,4049.7378874506876,4008.3767991779982,57268.0,0.010318662726810368,17.9,60.0,3.1,26.8,19.9,25.3,56.8,18.4,18.1,3.2,33.2,0
AREQUIPA,2020,46863,12,True,958.0,59.0,5997.0,18484.0,1948.0,48.0,19369.0,0.020442566630390714,0.0012589889678424344,0.12796876000256066,0.3944263064677891,0.04156797473486546,0.0010242622111260482,0.4133111409854256,1.2224124555617588,1497438.0,040000,3129.5452633097334,4049.7378874506876,59314.0,-0.22722276100693917,26.7,28.0,1.4,18.5,14.1,26.8,60.0,17.9,19.9,3.1,9.5,0
AREQUIPA,2021,53090,12,True,1241.0,88.0,8271.0,22051.0,2619.0,91.0,18729.0,0.023375400263703147,0.0016575626294970803,0.155792051233754,0.41535129026181955,0.0493313241665097,0.0017140704464117535,0.35277830099830476,1.2799356790938266,1526669.0,040000,3477.505602065674,3129.5452633097334,46863.0,0.11118559071037226,22.1,56.9,0.8,15.0,10.8,18.5,28.0,26.7,14.1,1.4,41.9,0
AREQUIPA,2022,62846,12,True,1689.0,348.0,11593.0,26904.0,4259.0,80.0,17973.0,0.026875218788785283,0.005537345256659135,0.1844667918403717,0.42809407122171655,0.06776883174744613,0.0012729529325653183,0.2859847882124558,1.349867578078991,1553994.0,040000,4044.159758660587,3477.505602065674,53090.0,0.16294845255125257,19.0,61.6,3.7,25.1,16.4,15.0,56.9,22.1,10.8,0.8,36.5,1
AREQUIPA,2023,73196,12,True,2354.0,485.0,15865.0,28367.0,6827.0,89.0,19209.0,0.03216022733482704,0.006626045139078638,0.21674681676594348,0.3875484999180283,0.09327012405049456,0.001215913437892781,0.2624323733537352,1.4230449286179359,1580075.0,040000,4632.438333623404,4044.159758660587,62846.0,0.14546373290595538,19.8,65.2,5.6,30.4,19.5,25.1,61.6,19.0,16.4,3.7,34.800000000000004,1
AREQUIPA,2024,67988,12,True,2617.0,400.0,14176.0,28649.0,4451.0,94.0,17601.0,0.03849208683885392,0.005883391186680002,0.2085073836559393,0.42138318526798846,0.06546743542978173,0.0013825969288698006,0.2588839206918868,1.3840834169018799,1605569.0,040000,4234.511254265622,4632.438333623404,73196.0,-0.08590013524185036,18.4,65.3,6.1,34.3,19.6,30.4,65.2,19.8,19.5,5.6,31.0,1
AYACUCHO,2018,10423,12,True,95.0,20.0,1760.0,3444.0,594.0,16.0,4494.0,0.009114458409287153,0.0019188333493236113,0.1688573347404778,0.3304231027535259,0.05698935047491126,0.001535066679458889,0.43116185359301545,1.2570126666332762,659061.0,050000,1581.4924566921725,,,,9.1,48.2,4.7,27.9,18.0,,,,,,20.300000000000004,1
AYACUCHO,2019,12263,12,True,160.0,20.0,1924.0,3885.0,612.0,29.0,5633.0,0.013047378292424366,0.0016309222865530458,0.156894723966403,0.31680665416292914,0.0499062219685232,0.0023648373155019165,0.45934926200766535,1.2430859049468492,664494.0,050000,1845.4643683765391,1581.4924566921725,10423.0,0.16691316519870525,10.3,45.0,2.0,24.6,17.7,27.9,48.2,9.1,18.0,4.7,20.4,0
AYACUCHO,2020,10926,12,True,190.0,22.0,1462.0,3641.0,388.0,19.0,5204.0,0.017389712612117882,0.0020135456708768075,0.13380926231008602,0.33324180853011165,0.03551162365000915,0.0017389712612117885,0.4762950759655867,1.2011525380963435,668213.0,050000,1635.1073684588598,1845.4643683765391,12263.0,-0.11398594495906256,14.9,23.8,2.3,23.3,16.7,24.6,45.0,10.3,17.7,2.0,0.5,0
AYACUCHO,2021,12815,12,True,330.0,22.0,2160.0,4311.0,641.0,19.0,5332.0,0.02575107296137339,0.0017167381974248926,0.1685524775653531,0.33640265314085055,0.0500195083886071,0.0014826375341396802,0.4160749122122513,1.2960983928426402,669979.0,050000,1912.7465189207423,1635.1073684588598,10926.0,0.16979872748268887,14.7,45.5,1.9,17.1,9.7,23.3,23.8,14.9,16.7,2.3,28.4,0
AYACUCHO,2022,14175,12,True,405.0,73.0,3008.0,5001.0,833.0,16.0,4839.0,0.02857142857142857,0.005149911816578483,0.21220458553791888,0.3528042328042328,0.05876543209876543,0.001128747795414462,0.3413756613756614,1.3663562553873918,670579.0,050000,2113.8449011973235,1912.7465189207423,12815.0,0.105135929035725,12.4,56.1,2.2,20.2,13.6,17.1,45.5,14.7,9.7,1.9,35.900000000000006,0
AYACUCHO,2023,16577,12,True,596.0,185.0,3946.0,5738.0,1326.0,30.0,4756.0,0.035953429450443386,0.01116004102069132,0.23804065874404295,0.34614224527960424,0.07999034807263075,0.0018097363817337275,0.2869035410508536,1.4503221861123472,670377.0,050000,2472.787700055342,2113.8449011973235,14175.0,0.16980564593679803,11.1,49.8,1.9,25.1,18.4,20.2,56.1,12.4,13.6,2.2,24.699999999999996,0
AYACUCHO,2024,17467,12,True,786.0,96.0,3985.0,6790.0,943.0,21.0,4846.0,0.044999141237762635,0.0054960783191160476,0.22814450105914008,0.3887330394458121,0.05398751932215034,0.0012022671323066354,0.2774374534837121,1.3939854977065054,669737.0,050000,2608.038677869074,2472.787700055342,16577.0,0.05469574998723292,8.9,50.9,1.1,27.7,19.7,25.1,49.8,11.1,18.4,1.9,23.2,0
CAJAMARCA,2018,16174,12,True,112.0,44.0,3670.0,6150.0,595.0,39.0,5564.0,0.006924693953258316,0.0027204154816371953,0.22690738221837517,0.38023989118338075,0.0367874366266848,0.0024112773587238777,0.3440089031779399,1.257845752683766,1438325.0,060000,1124.5024594580502,,,,22.6,40.3,2.6,16.3,10.3,,,,,,23.999999999999996,0
CAJAMARCA,2019,19089,12,True,135.0,33.0,4005.0,7134.0,696.0,44.0,7042.0,0.007072135785007072,0.0017287443030017287,0.20980669495520982,0.3737230865943737,0.03646078893603646,0.002304992404002305,0.3689035570223689,1.2440906548582025,1447891.0,060000,1318.400349197557,1124.5024594580502,16174.0,0.17242993833286513,27.7,39.1,1.5,14.4,9.7,16.3,40.3,22.6,10.3,2.6,24.700000000000003,0
CAJAMARCA,2020,17563,12,True,215.0,29.0,2788.0,7266.0,440.0,44.0,6781.0,0.012241644365996698,0.0016511985423902523,0.15874281159255252,0.4137106416899163,0.025052667539714173,0.0025052667539714173,0.38609576951545865,1.1965786822815876,1453711.0,060000,1208.1493501803316,1318.400349197557,19089.0,-0.08362482540628091,38.4,22.8,0.8,13.0,9.5,14.4,39.1,27.7,9.7,1.5,9.8,0
CAJAMARCA,2021,20654,12,True,358.0,70.0,4314.0,8233.0,404.0,38.0,7237.0,0.01733320422194248,0.0033891740098770215,0.20886995255156388,0.3986152803331074,0.01956037571414738,0.0018398373196475259,0.3503921758497143,1.2392923527830417,1455245.0,060000,1419.279915065848,1208.1493501803316,17563.0,0.17475535193889935,33.0,43.6,0.5,8.6,4.7,13.0,22.8,38.4,9.5,0.8,35.0,0
CAJAMARCA,2022,22545,12,True,401.0,131.0,5531.0,9211.0,678.0,50.0,6543.0,0.017786648924373476,0.005810601020181858,0.2453315591040142,0.40856065646484807,0.030073186959414504,0.0022177866489243737,0.2902195608782435,1.2899855644111757,1454217.0,060000,1550.318831371109,1419.279915065848,20654.0,0.09232774656659704,21.0,46.2,0.7,11.5,7.2,8.6,43.6,33.0,4.7,0.5,34.7,0
CAJAMARCA,2023,25571,12,True,563.0,295.0,6620.0,9582.0,1377.0,40.0,7094.0,0.022017128778694616,0.011536506198427906,0.2588870204528568,0.37472136404520745,0.05385006452622111,0.001564272026905479,0.2774236439716867,1.3763079634617108,1451436.0,060000,1761.772479117233,1550.318831371109,22545.0,0.1363936523683411,21.5,51.4,0.6,14.1,8.8,11.5,46.2,21.0,7.2,0.7,37.3,0
CAJAMARCA,2024,25747,12,True,701.0,400.0,5792.0,10719.0,1096.0,45.0,6994.0,0.027226472987144132,0.015535790577543014,0.22495824756282284,0.4163203480017089,0.04256806618246786,0.0017477764399735892,0.2716432982483396,1.3627295185255504,1447707.0,060000,1778.4676042873316,1761.772479117233,25571.0,0.009476323059867564,24.7,46.3,0.5,14.1,7.9,14.1,51.4,21.5,8.8,0.6,32.199999999999996,0
CUSCO,2018,30813,12,True,321.0,14.0,4521.0,12340.0,977.0,48.0,12592.0,0.010417680848992309,0.000454353681887515,0.1467237854152468,0.40048031674942397,0.03170739622886444,0.0015577840521857657,0.4086586830233992,1.184311947223729,1320530.0,080000,2333.3812938744295,,,,13.5,56.5,10.6,35.5,21.3,,,,,,21.0,1
CUSCO,2019,36376,12,True,458.0,22.0,5463.0,14894.0,1139.0,52.0,14348.0,0.012590719155487134,0.0006047943699142292,0.15018143831097427,0.40944578843193313,0.03131185396965032,0.0014295139652518143,0.3944358917967891,1.1946731130100114,1340457.0,080000,2713.701371994775,2333.3812938744295,30813.0,0.1629909689936908,16.8,56.8,8.5,33.9,20.0,35.5,56.5,13.5,21.3,10.6,22.9,1
CUSCO,2020,28485,12,True,566.0,24.0,3499.0,12084.0,505.0,34.0,11773.0,0.01987010707389854,0.0008425487098472881,0.12283658065648587,0.42422327540810956,0.017728629103036686,0.0011936106722836581,0.4133052483763384,1.1498814126641603,1357075.0,080000,2098.9996868264466,2713.701371994775,36376.0,-0.22651780756424067,27.8,27.5,7.1,32.4,20.5,33.9,56.8,16.8,20.0,8.5,-4.899999999999999,1
CUSCO,2021,32609,12,True,733.0,35.0,4341.0,14523.0,732.0,35.0,12210.0,0.0224784568677359,0.001073323315649054,0.1331227575209298,0.4453678432334632,0.022447790487288784,0.001073323315649054,0.37443650525928424,1.1817103471832036,1369932.0,080000,2380.337126222323,2098.9996868264466,28485.0,0.13403405496512533,18.7,53.3,6.9,24.5,13.2,32.4,27.5,27.8,20.5,7.1,28.799999999999997,1
CUSCO,2022,35136,12,True,877.0,90.0,5451.0,15374.0,1037.0,29.0,12278.0,0.024960154826958104,0.0025614754098360654,0.15514002732240437,0.43755692167577415,0.029513888888888888,0.0008253642987249545,0.3494421675774135,1.2353973726701726,1380594.0,080000,2544.9915036571215,2380.337126222323,32609.0,0.06917271323499907,13.4,60.2,7.3,28.6,16.4,24.5,53.3,18.7,13.2,6.9,31.6,1
CUSCO,2023,40158,12,True,1171.0,177.0,7163.0,16744.0,1932.0,30.0,12941.0,0.02915981871607152,0.004407590019423278,0.17837043677473977,0.41695303550973656,0.048109965635738834,0.0007470491558344539,0.3222521041884556,1.3155037432732588,1389737.0,080000,2889.6114876411866,2544.9915036571215,35136.0,0.13541105480660764,14.3,55.6,7.0,29.4,18.7,28.6,60.2,13.4,16.4,7.3,26.200000000000003,1
CUSCO,2024,39998,12,True,1506.0,142.0,7018.0,17225.0,1590.0,52.0,12465.0,0.03765188259412971,0.003550177508875444,0.17545877293864692,0.4306465323266163,0.03975198759937997,0.0013000650032501625,0.31164058202910144,1.3118524401035403,1398036.0,080000,2861.0135933552497,2889.6114876411866,40158.0,-0.009896795610153664,13.9,49.8,3.8,34.8,20.2,29.4,55.6,14.3,18.7,7.0,15.0,1
HUANCAVELICA,2018,1932,12,True,27.0,3.0,263.0,760.0,100.0,2.0,777.0,0.013975155279503106,0.0015527950310559005,0.13612836438923395,0.39337474120082816,0.051759834368530024,0.0010351966873706005,0.40217391304347827,1.234912248106029,376346.0,090000,513.3573892109921,,,,15.2,43.2,8.9,27.4,13.8,,,,,,15.800000000000004,0
HUANCAVELICA,2019,2573,12,True,38.0,2.0,350.0,1101.0,137.0,5.0,940.0,0.014768752429071124,0.000777302759424796,0.1360279828993393,0.4279051690633502,0.05324523902059852,0.00194325689856199,0.3653322969296541,1.2385727185466355,371260.0,090000,693.0453051769649,513.3573892109921,1932.0,0.350024991832971,21.2,42.3,6.4,26.6,16.7,27.4,43.2,15.2,13.8,8.9,15.699999999999996,0
HUANCAVELICA,2020,3065,12,True,50.0,6.0,292.0,1403.0,72.0,5.0,1237.0,0.01631321370309951,0.001957585644371941,0.09526916802610114,0.4577487765089723,0.023491027732463296,0.0016313213703099511,0.4035889070146819,1.1258207692467552,365317.0,090000,838.9973639332416,693.0453051769649,2573.0,0.21059526363721437,27.0,19.0,5.7,22.6,14.1,26.6,42.3,21.2,16.7,6.4,-3.6000000000000014,0
HUANCAVELICA,2021,4539,12,True,82.0,7.0,399.0,2359.0,104.0,3.0,1585.0,0.01806565322758317,0.0015421899096717338,0.08790482485128882,0.5197179995593744,0.02291253580083719,0.0006609385327164573,0.3491958581185283,1.0951311978384741,358356.0,090000,1266.6175534942906,838.9973639332416,3065.0,0.5096800156276469,24.5,34.7,5.1,16.6,7.5,22.6,19.0,27.0,14.1,5.7,18.1,0
HUANCAVELICA,2022,4492,12,True,92.0,17.0,531.0,2263.0,123.0,4.0,1462.0,0.020480854853072127,0.003784505788067676,0.11821015138023153,0.5037845057880677,0.027382012466607302,0.0008904719501335708,0.3254674977738201,1.1686579290431656,350845.0,090000,1280.3374709629609,1266.6175534942906,4539.0,0.010831933783658876,20.1,42.1,7.4,20.3,11.0,16.6,34.7,24.5,7.5,5.1,21.8,0
HUANCAVELICA,2023,4395,12,True,128.0,34.0,555.0,2062.0,189.0,10.0,1417.0,0.02912400455062571,0.007736063708759955,0.12627986348122866,0.46916951080773606,0.043003412969283276,0.0022753128555176336,0.32241183162684867,1.2710704204666228,343026.0,090000,1281.2439873362368,1280.3374709629609,4492.0,0.0007080292452850134,11.8,35.7,3.6,23.6,13.6,20.3,42.1,20.1,11.0,7.4,12.100000000000001,0
HUANCAVELICA,2024,4318,12,True,151.0,33.0,450.0,2185.0,116.0,9.0,1374.0,0.0349698934691987,0.007642427049559981,0.10421491431218156,0.5060213061602594,0.026864289022695692,0.0020842982862436313,0.31820287169986106,1.2092612947127743,335142.0,090000,1288.4090922653681,1281.2439873362368,4395.0,0.005592303261479303,9.4,33.1,4.1,26.8,13.7,23.6,35.7,11.8,13.6,3.6,6.300000000000001,0
HUANUCO,2018,10000,12,True,130.0,35.0,1135.0,3506.0,574.0,20.0,4600.0,0.013,0.0035,0.1135,0.3506,0.0574,0.002,0.46,1.224351744466579,757467.0,100000,1320.1895264084112,,,,13.7,45.5,1.3,17.4,11.1,,,,,,28.1,0
HUANUCO,2019,13925,12,True,237.0,42.0,1894.0,4582.0,1039.0,36.0,6095.0,0.017019748653500897,0.003016157989228007,0.13601436265709158,0.329048473967684,0.07461400359066428,0.002585278276481149,0.43770197486535006,1.2946297679746452,759851.0,100000,1832.5961273986609,1320.1895264084112,10000.0,0.3881310908322815,17.7,38.1,1.4,16.7,11.8,17.4,45.5,13.7,11.1,1.3,21.400000000000002,0
HUANUCO,2020,13384,12,True,403.0,31.0,1449.0,4986.0,621.0,20.0,5874.0,0.030110579796772265,0.002316198445905559,0.10826359832635983,0.3725343693962941,0.04639868499701136,0.0014943215780035865,0.4388822474596533,1.2416869937300077,760267.0,100000,1760.4341632610647,1832.5961273986609,13925.0,-0.03937690528683424,22.1,18.0,1.4,13.6,8.4,16.7,38.1,17.7,11.8,1.4,4.4,0
HUANUCO,2021,16406,12,True,568.0,53.0,2252.0,6604.0,834.0,30.0,6065.0,0.03462147994636109,0.003230525417530172,0.13726685359014995,0.40253565768621236,0.05083506034377667,0.0018285992929416067,0.36968182372302816,1.3047027514572291,758416.0,100000,2163.192759646421,1760.4341632610647,13384.0,0.22878367438591285,16.8,35.5,1.4,13.0,7.8,13.6,18.0,22.1,8.4,1.4,22.5,0
HUANUCO,2022,19216,12,True,651.0,119.0,3292.0,8384.0,1146.0,43.0,5581.0,0.033878018318068276,0.006192756036636137,0.17131557035803496,0.4363030807660283,0.05963780183180683,0.0022377185678601167,0.29043505412156534,1.3511725337711882,755213.0,100000,2544.4477253437108,2163.192759646421,16406.0,0.17624641354643167,17.8,40.4,0.8,12.2,8.2,13.0,35.5,16.8,7.8,1.4,28.2,0
HUANUCO,2023,21424,12,True,807.0,352.0,4059.0,9254.0,1583.0,37.0,5332.0,0.037668035847647496,0.016430171769977596,0.18946041822255413,0.43194548170276326,0.07388909634055266,0.0017270351008215085,0.24887976101568335,1.4184175206921474,751097.0,100000,2852.361279568418,2544.4477253437108,19216.0,0.12101390457259775,16.4,38.8,0.4,15.1,10.3,12.2,40.4,17.8,8.2,0.8,23.699999999999996,0
HUANUCO,2024,20693,12,True,1034.0,250.0,3317.0,9968.0,1091.0,29.0,5004.0,0.04996858841154014,0.012081380176871406,0.1602957521867298,0.4817087904122167,0.05272314309186681,0.001401440100517083,0.24182090562025807,1.3560179750743353,746509.0,100000,2771.9692595802594,2852.361279568418,21424.0,-0.028184375017291763,13.8,41.9,0.5,14.6,8.6,15.1,38.8,16.4,10.3,0.4,27.299999999999997,0
ICA,2018,27185,12,True,373.0,96.0,5226.0,8086.0,4026.0,36.0,9342.0,0.01372080191281957,0.0035313592054441786,0.1922383667463675,0.2974434430752253,0.14809637667831524,0.001324259702041567,0.34364539267978667,1.4151357990634015,923175.0,110000,2944.7287892328104,,,,20.1,61.2,1.9,18.1,11.4,,,,,,43.1,0
ICA,2019,32701,12,True,448.0,123.0,6152.0,10000.0,5188.0,46.0,10744.0,0.01369988685361304,0.0037613528638267943,0.18812880340050764,0.3058010458395768,0.15864958258157244,0.0014066848108620531,0.3285526436500413,1.4234080158458267,950100.0,110000,3441.848226502473,2944.7287892328104,27185.0,0.168816713813287,21.1,55.3,3.1,17.4,10.4,18.1,61.2,20.1,11.4,1.9,37.9,0
ICA,2020,25782,12,True,442.0,102.0,3667.0,9539.0,2588.0,21.0,9423.0,0.017143743697153054,0.0039562485454968585,0.14223101388565665,0.36998681250484833,0.10038011015437126,0.0008145217593670003,0.3654875494531068,1.3412814624286145,975182.0,110000,2643.8141803273643,3441.848226502473,32701.0,-0.23186206760373418,33.5,26.0,2.3,15.0,10.2,17.4,55.3,21.1,10.4,3.1,11.0,0
ICA,2021,28273,12,True,737.0,176.0,4021.0,11191.0,2866.0,30.0,9252.0,0.026067272662964665,0.006225020337424398,0.14222049304990628,0.39581933293247973,0.10136879708555865,0.001061083012060977,0.32723800091960525,1.37576103660481,998144.0,110000,2832.557226211849,2643.8141803273643,25782.0,0.07139043556424007,23.7,53.2,2.1,14.2,7.5,15.0,26.0,33.5,10.2,2.3,39.0,0
ICA,2022,31610,12,True,1125.0,533.0,5469.0,12542.0,3276.0,44.0,8621.0,0.03559000316355584,0.016861752609933566,0.17301486871243277,0.3967731730465043,0.1036380892122746,0.0013919645681746283,0.2727301486871243,1.4563034398751107,1020050.0,110000,3098.8677025636,2832.557226211849,28273.0,0.09401768616971751,21.0,60.0,3.2,15.7,9.3,14.2,53.2,23.7,7.5,2.1,44.3,0
ICA,2023,36704,12,True,1341.0,665.0,7312.0,13184.0,4997.0,46.0,9159.0,0.03653552746294682,0.018117916303400174,0.1992153443766347,0.35919790758500436,0.13614319965126417,0.0012532693984306888,0.2495368352223191,1.509010249566636,1041312.0,110000,3524.7841184966655,3098.8677025636,31610.0,0.1374425941387294,21.1,62.1,3.2,19.5,10.1,15.7,60.0,21.0,9.3,3.2,42.6,0
ICA,2024,33367,12,True,1570.0,587.0,6124.0,12858.0,3350.0,28.0,8850.0,0.047052476998231785,0.017592231845835707,0.1835346300236761,0.38535079569634667,0.10039859741660923,0.0008391524560194204,0.2652321155632811,1.482243654756576,1062346.0,110000,3140.878772076141,3524.7841184966655,36704.0,-0.10891598847314987,20.9,64.6,5.4,25.5,10.8,19.5,62.1,21.1,10.1,3.2,39.099999999999994,0
JUNIN,2018,28004,12,True,285.0,37.0,5580.0,9629.0,1683.0,35.0,10755.0,0.010177117554635053,0.0013212398228824454,0.19925724896443364,0.34384373660905587,0.06009855734895015,0.0012498214540779889,0.3840522782459649,1.2888246062019295,1335139.0,120000,2097.4595154512003,,,,10.2,57.5,10.7,38.2,24.5,,,,,,19.299999999999997,1
JUNIN,2019,35306,12,True,319.0,60.0,6018.0,12255.0,2387.0,40.0,14227.0,0.009035291451877868,0.0016994278592873733,0.17045261428652353,0.347108140259446,0.06760890500198266,0.0011329519061915822,0.402962669234691,1.2783083615991384,1350021.0,120000,2615.218578081378,2097.4595154512003,28004.0,0.24685056317704346,11.4,59.7,5.9,34.9,24.1,38.2,57.5,10.2,24.5,10.7,24.800000000000004,1
JUNIN,2020,28009,12,True,424.0,47.0,3633.0,10568.0,1086.0,41.0,12210.0,0.015137991359920026,0.0016780320611232103,0.12970830804384306,0.3773072940840444,0.0387732514548895,0.0014638152022564176,0.43593130779392336,1.2043528015330276,1361467.0,120000,2057.2661695068628,2615.218578081378,35306.0,-0.21334828883934054,23.3,28.3,4.1,34.0,24.3,34.9,59.7,11.4,24.1,5.9,-5.699999999999999,1
JUNIN,2021,33834,12,True,722.0,69.0,5297.0,14235.0,1547.0,38.0,11926.0,0.021339480995448367,0.002039368682390495,0.1565584914582964,0.4207306259975173,0.045723236980552105,0.0011231305787078086,0.3524856653070875,1.2655381649029538,1369003.0,120000,2471.433590722592,2057.2661695068628,28009.0,0.2013193175266219,17.1,48.6,2.7,22.5,15.0,34.0,28.3,23.3,24.3,4.1,26.1,1
JUNIN,2022,37929,12,True,797.0,240.0,7045.0,16186.0,2557.0,36.0,11068.0,0.021012945239790134,0.006327612117377205,0.18574178069551003,0.4267447072161143,0.0674154341005563,0.0009491418176065807,0.29180837881304544,1.3371061123332555,1374221.0,120000,2760.0364133570947,2471.433590722592,33834.0,0.11677547141783484,17.9,59.2,3.1,26.6,18.6,22.5,48.6,17.1,15.0,2.7,32.6,1
JUNIN,2023,47163,12,True,1192.0,475.0,10024.0,18375.0,5470.0,51.0,11576.0,0.025274049572758306,0.01007145431800352,0.21253949070245742,0.38960625914382035,0.11598074761995632,0.0010813561478277463,0.2454466424951763,1.4376800708758828,1377838.0,120000,3422.9713507683778,2760.0364133570947,37929.0,0.24019064900848175,19.0,59.1,4.1,28.7,20.0,26.6,59.2,17.9,18.6,3.1,30.400000000000002,0
