VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO
21.4,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2015,16,DEPARTAMENTO,LORETO
21.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2015,5,DEPARTAMENTO,AYACUCHO
20.1,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2015,14,DEPARTAMENTO,LAMBAYEQUE
19.7,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2015,6,DEPARTAMENTO,CAJAMARCA
18.3,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2015,24,DEPARTAMENTO,TUMBES
16.8,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2015,1,DEPARTAMENTO,AMAZONAS
13.5,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2015,22,DEPARTAMENTO,SAN MARTÍN
28.8,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2016,0,NACIONAL,NACIONAL
44,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2016,8,DEPARTAMENTO,CUSCO
37.9,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2016,23,DEPARTAMENTO,TACNA
35.4,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2016,9,DEPARTAMENTO,HUANCAVELICA
35.4,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2016,17,DEPARTAMENTO,MADRE DE DIOS
35,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2016,12,DEPARTAMENTO,JUNÍN
34.2,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2016,21,DEPARTAMENTO,PUNO
31.4,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2016,2,DEPARTAMENTO,ÁNCASH
31.1,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2016,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
30.8,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2016,1501,DEPARTAMENTO,LIMA METROPOLITANA
29.8,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2016,13,DEPARTAMENTO,LA LIBERTAD
28,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2016,4,DEPARTAMENTO,AREQUIPA
27.8,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2016,5,DEPARTAMENTO,AYACUCHO
27,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2016,19,DEPARTAMENTO,PASCO
25.3,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2016,16,DEPARTAMENTO,LORETO
25.1,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2016,20,DEPARTAMENTO,PIURA
24.7,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2016,1599,DEPARTAMENTO,REGIÓN LIMA
23.8,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2016,3,DEPARTAMENTO,APURÍMAC
23.5,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2016,11,DEPARTAMENTO,ICA
22.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2016,25,DEPARTAMENTO,UCAYALI
22,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2016,6,DEPARTAMENTO,CAJAMARCA
20.3,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2016,10,DEPARTAMENTO,HUÁNUCO
19.4,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2016,22,DEPARTAMENTO,SAN MARTÍN
19.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2016,18,DEPARTAMENTO,MOQUEGUA
17.6,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2016,24,DEPARTAMENTO,TUMBES
17.4,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2016,14,DEPARTAMENTO,LAMBAYEQUE
15.5,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2016,1,DEPARTAMENTO,AMAZONAS
26.4,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2017,0,NACIONAL,NACIONAL
44.6,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2017,23,DEPARTAMENTO,TACNA
38.4,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2017,8,DEPARTAMENTO,CUSCO
35.2,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2017,21,DEPARTAMENTO,PUNO
33.6,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2017,12,DEPARTAMENTO,JUNÍN
29.1,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2017,1501,DEPARTAMENTO,LIMA METROPOLITANA
28.8,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2017,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
28.3,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2017,17,DEPARTAMENTO,MADRE DE DIOS
27.8,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2017,5,DEPARTAMENTO,AYACUCHO
27.1,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2017,9,DEPARTAMENTO,HUANCAVELICA
27,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2017,4,DEPARTAMENTO,AREQUIPA
25.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2017,13,DEPARTAMENTO,LA LIBERTAD
23,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2017,2,DEPARTAMENTO,ÁNCASH
22.4,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2017,3,DEPARTAMENTO,APURÍMAC
22.4,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2017,1599,DEPARTAMENTO,REGIÓN LIMA
21.6,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2017,16,DEPARTAMENTO,LORETO
21.5,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2017,19,DEPARTAMENTO,PASCO
19,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2017,20,DEPARTAMENTO,PIURA
18.6,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2017,14,DEPARTAMENTO,LAMBAYEQUE
18.6,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2017,24,DEPARTAMENTO,TUMBES
18.4,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2017,11,DEPARTAMENTO,ICA
18.2,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2017,18,DEPARTAMENTO,MOQUEGUA
17.8,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2017,6,DEPARTAMENTO,CAJAMARCA
17.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2017,25,DEPARTAMENTO,UCAYALI
16.4,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2017,10,DEPARTAMENTO,HUÁNUCO
15.8,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2017,1,DEPARTAMENTO,AMAZONAS
15,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2017,22,DEPARTAMENTO,SAN MARTÍN
25.7,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2018,0,NACIONAL,NACIONAL
39.6,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2018,21,DEPARTAMENTO,PUNO
38.2,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2018,12,DEPARTAMENTO,JUNÍN
38,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2018,23,DEPARTAMENTO,TACNA
35.5,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2018,8,DEPARTAMENTO,CUSCO
32.9,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2018,17,DEPARTAMENTO,MADRE DE DIOS
28.4,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2018,1501,DEPARTAMENTO,LIMA METROPOLITANA
27.9,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2018,5,DEPARTAMENTO,AYACUCHO
27.4,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2018,9,DEPARTAMENTO,HUANCAVELICA
27.3,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2018,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
25.3,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2018,4,DEPARTAMENTO,AREQUIPA
23.9,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2018,13,DEPARTAMENTO,LA LIBERTAD
23.4,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2018,16,DEPARTAMENTO,LORETO
22.8,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2018,1599,DEPARTAMENTO,REGIÓN LIMA
21.6,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2018,2,DEPARTAMENTO,ÁNCASH
21.5,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2018,3,DEPARTAMENTO,APURÍMAC
20.2,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2018,19,DEPARTAMENTO,PASCO
18.3,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2018,20,DEPARTAMENTO,PIURA
18.1,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2018,11,DEPARTAMENTO,ICA
18,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2018,24,DEPARTAMENTO,TUMBES
17.4,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2018,10,DEPARTAMENTO,HUÁNUCO
17.3,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2018,1,DEPARTAMENTO,AMAZONAS
16.3,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2018,6,DEPARTAMENTO,CAJAMARCA
15.9,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2018,25,DEPARTAMENTO,UCAYALI
14.7,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2018,18,DEPARTAMENTO,MOQUEGUA
13.7,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2018,14,DEPARTAMENTO,LAMBAYEQUE
12.9,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2018,22,DEPARTAMENTO,SAN MARTÍN
26.6,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2019,0,NACIONAL,NACIONAL
40.6,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2019,21,DEPARTAMENTO,PUNO
35.4,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2019,17,DEPARTAMENTO,MADRE DE DIOS
34.9,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2019,12,DEPARTAMENTO,JUNÍN
34.8,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2019,23,DEPARTAMENTO,TACNA
33.9,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2019,8,DEPARTAMENTO,CUSCO
30.9,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2019,1501,DEPARTAMENTO,LIMA METROPOLITANA
28.9,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2019,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
26.8,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2019,4,DEPARTAMENTO,AREQUIPA
26.7,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2019,3,DEPARTAMENTO,APURÍMAC
26.6,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2019,9,DEPARTAMENTO,HUANCAVELICA
24.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2019,5,DEPARTAMENTO,AYACUCHO
24.1,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2019,13,DEPARTAMENTO,LA LIBERTAD
23.4,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2019,1599,DEPARTAMENTO,REGIÓN LIMA
22.7,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2019,16,DEPARTAMENTO,LORETO
22.1,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2019,19,DEPARTAMENTO,PASCO
21.8,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2019,2,DEPARTAMENTO,ÁNCASH
19.6,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2019,24,DEPARTAMENTO,TUMBES
17.5,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2019,1,DEPARTAMENTO,AMAZONAS
17.4,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2019,11,DEPARTAMENTO,ICA
16.7,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2019,10,DEPARTAMENTO,HUÁNUCO
16.6,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2019,25,DEPARTAMENTO,UCAYALI
16.4,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2019,20,DEPARTAMENTO,PIURA
15.9,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2019,14,DEPARTAMENTO,LAMBAYEQUE
15.8,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2019,18,DEPARTAMENTO,MOQUEGUA
14.4,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2019,6,DEPARTAMENTO,CAJAMARCA
12.6,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2019,22,DEPARTAMENTO,SAN MARTÍN
23.4,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2020,0,NACIONAL,NACIONAL
34,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2020,12,DEPARTAMENTO,JUNÍN
32.6,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2020,21,DEPARTAMENTO,PUNO
32.4,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2020,8,DEPARTAMENTO,CUSCO
29.1,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2020,23,DEPARTAMENTO,TACNA
27.9,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2020,1501,DEPARTAMENTO,LIMA METROPOLITANA
26.6,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2020,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
24.7,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2020,3,DEPARTAMENTO,APURÍMAC
23.3,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2020,5,DEPARTAMENTO,AYACUCHO
23,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2020,17,DEPARTAMENTO,MADRE DE DIOS
22.8,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2020,13,DEPARTAMENTO,LA LIBERTAD
22.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2020,9,DEPARTAMENTO,HUANCAVELICA
19.5,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2020,1599,DEPARTAMENTO,REGIÓN LIMA
18.5,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2020,4,DEPARTAMENTO,AREQUIPA
18.1,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2020,16,DEPARTAMENTO,LORETO
16.7,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2020,14,DEPARTAMENTO,LAMBAYEQUE
16.6,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2020,19,DEPARTAMENTO,PASCO
16.4,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2020,18,DEPARTAMENTO,MOQUEGUA
16,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2020,25,DEPARTAMENTO,UCAYALI
15.9,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2020,2,DEPARTAMENTO,ÁNCASH
15,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2020,11,DEPARTAMENTO,ICA
14.6,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2020,20,DEPARTAMENTO,PIURA
14.5,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2020,1,DEPARTAMENTO,AMAZONAS
13.6,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2020,10,DEPARTAMENTO,HUÁNUCO
13,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2020,6,DEPARTAMENTO,CAJAMARCA
12.4,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2020,24,DEPARTAMENTO,TUMBES
9.9,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2020,22,DEPARTAMENTO,SAN MARTÍN
18.2,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2021,0,NACIONAL,NACIONAL
24.5,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2021,8,DEPARTAMENTO,CUSCO
24.4,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2021,17,DEPARTAMENTO,MADRE DE DIOS
23.3,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2021,21,DEPARTAMENTO,PUNO
22.5,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2021,12,DEPARTAMENTO,JUNÍN
22.2,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2021,1501,DEPARTAMENTO,LIMA METROPOLITANA
20,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2021,13,DEPARTAMENTO,LA LIBERTAD
19.9,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2021,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
17.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2021,23,DEPARTAMENTO,TACNA
17.1,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2021,5,DEPARTAMENTO,AYACUCHO
16.9,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2021,16,DEPARTAMENTO,LORETO
16.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2021,9,DEPARTAMENTO,HUANCAVELICA
15.6,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2021,3,DEPARTAMENTO,APURÍMAC
15,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2021,4,DEPARTAMENTO,AREQUIPA
14.2,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2021,11,DEPARTAMENTO,ICA
13.9,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2021,1599,DEPARTAMENTO,REGIÓN LIMA
13.1,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2021,25,DEPARTAMENTO,UCAYALI
13,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2021,10,DEPARTAMENTO,HUÁNUCO
12.7,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2021,19,DEPARTAMENTO,PASCO
12,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2021,18,DEPARTAMENTO,MOQUEGUA
11.7,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2021,14,DEPARTAMENTO,LAMBAYEQUE
10.8,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2021,2,DEPARTAMENTO,ÁNCASH
10.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2021,1,DEPARTAMENTO,AMAZONAS
10.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2021,20,DEPARTAMENTO,PIURA
10.2,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2021,24,DEPARTAMENTO,TUMBES
8.6,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2021,6,DEPARTAMENTO,CAJAMARCA
8.4,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2021,22,DEPARTAMENTO,SAN MARTÍN
22.9,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2022,0,NACIONAL,NACIONAL
29.7,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2022,21,DEPARTAMENTO,PUNO
28.6,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2022,8,DEPARTAMENTO,CUSCO
27.4,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2022,23,DEPARTAMENTO,TACNA
26.7,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2022,1501,DEPARTAMENTO,LIMA METROPOLITANA
26.6,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2022,12,DEPARTAMENTO,JUNÍN
25.7,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2022,17,DEPARTAMENTO,MADRE DE DIOS
25.1,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2022,4,DEPARTAMENTO,AREQUIPA
23.8,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2022,3,DEPARTAMENTO,APURÍMAC
23.8,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2022,16,DEPARTAMENTO,LORETO
22.2,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2022,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
21.6,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2022,13,DEPARTAMENTO,LA LIBERTAD
20.8,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2022,1599,DEPARTAMENTO,REGIÓN LIMA
20.3,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2022,9,DEPARTAMENTO,HUANCAVELICA
20.2,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2022,5,DEPARTAMENTO,AYACUCHO
20.1,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2022,25,DEPARTAMENTO,UCAYALI
18.4,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2022,19,DEPARTAMENTO,PASCO
18.1,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2022,20,DEPARTAMENTO,PIURA
17.4,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2022,2,DEPARTAMENTO,ÁNCASH
15.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2022,11,DEPARTAMENTO,ICA
15.5,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2022,18,DEPARTAMENTO,MOQUEGUA
14.5,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2022,22,DEPARTAMENTO,SAN MARTÍN
13.6,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2022,1,DEPARTAMENTO,AMAZONAS
13.6,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2022,14,DEPARTAMENTO,LAMBAYEQUE
12.6,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2022,24,DEPARTAMENTO,TUMBES
12.2,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2022,10,DEPARTAMENTO,HUÁNUCO
11.5,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2022,6,DEPARTAMENTO,CAJAMARCA
27.1,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2023,0,NACIONAL,NACIONAL
33.1,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2023,21,DEPARTAMENTO,PUNO
32.6,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2023,1501,DEPARTAMENTO,LIMA METROPOLITANA
32,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2023,17,DEPARTAMENTO,MADRE DE DIOS
31.5,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2023,23,DEPARTAMENTO,TACNA
30.4,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2023,4,DEPARTAMENTO,AREQUIPA
29.4,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2023,8,DEPARTAMENTO,CUSCO
29.2,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2023,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
28.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2023,12,DEPARTAMENTO,JUNÍN
27,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2023,20,DEPARTAMENTO,PIURA
25.1,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2023,5,DEPARTAMENTO,AYACUCHO
24.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2023,1599,DEPARTAMENTO,REGIÓN LIMA
23.6,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2023,9,DEPARTAMENTO,HUANCAVELICA
22.5,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2023,13,DEPARTAMENTO,LA LIBERTAD
21.9,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2023,25,DEPARTAMENTO,UCAYALI
20.3,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2023,3,DEPARTAMENTO,APURÍMAC
20.1,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2023,16,DEPARTAMENTO,LORETO
19.5,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2023,11,DEPARTAMENTO,ICA
19,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2023,19,DEPARTAMENTO,PASCO
17.4,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2023,24,DEPARTAMENTO,TUMBES
17.2,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2023,2,DEPARTAMENTO,ÁNCASH
17.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2023,18,DEPARTAMENTO,MOQUEGUA
16.7,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2023,14,DEPARTAMENTO,LAMBAYEQUE
16.3,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2023,22,DEPARTAMENTO,SAN MARTÍN
15.2,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2023,1,DEPARTAMENTO,AMAZONAS
15.1,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2023,10,DEPARTAMENTO,HUÁNUCO
14.1,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2023,6,DEPARTAMENTO,CAJAMARCA
27.1,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2024,0,NACIONAL,NACIONAL
35.1,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2024,21,DEPARTAMENTO,PUNO
34.8,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2024,8,DEPARTAMENTO,CUSCO
34.6,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2024,12,DEPARTAMENTO,JUNÍN
34.3,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2024,4,DEPARTAMENTO,AREQUIPA
31.3,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2024,23,DEPARTAMENTO,TACNA
30.1,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2024,1501,DEPARTAMENTO,LIMA METROPOLITANA
28.6,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2024,17,DEPARTAMENTO,MADRE DE DIOS
27.7,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2024,5,DEPARTAMENTO,AYACUCHO
26.8,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2024,9,DEPARTAMENTO,HUANCAVELICA
26.5,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2024,20,DEPARTAMENTO,PIURA
26.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2024,3,DEPARTAMENTO,APURÍMAC
25.7,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2024,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
25.5,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2024,11,DEPARTAMENTO,ICA
25,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2024,13,DEPARTAMENTO,LA LIBERTAD
24.3,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2024,18,DEPARTAMENTO,MOQUEGUA
21.7,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2024,16,DEPARTAMENTO,LORETO
