denuncias_rows_raw,enapres_rows_raw,population_rows_department_year,denuncias_department_year_rows,enapres_department_year_rows,integrated_rows_2018_2024,integrated_departments,integrated_years,merge_level,classification_target,target_definition
369100,1592,225,234,312,182,"['AMAZONAS', 'ANCASH', 'APURIMAC', 'AREQUIPA', 'AYACUCHO', 'CAJAMARCA', 'CUSCO', 'HUANCAVELICA', 'HUANUCO', 'ICA', 'JUNIN', 'LA LIBERTAD', 'LAMBAYEQUE', 'LIMA METROPOLITANA', 'LORETO', 'MADRE DE DIOS', 'MOQUEGUA', 'PASCO', 'PIURA', 'PROV. CONST. DEL CALLAO', 'PUNO', 'REGION LIMA', 'SAN MARTIN', 'TACNA', 'TUMBES', 'UCAYALI']","[2018, 2019, 2020, 2021, 2022, 2023, 2024]",departamento-anio,victimizacion_alta_q75_anual,1 si victimización porcentual del departamento-año >= percentil 75 de su año.
