seed,silhouette,davies_bouldin
1,0.2032291080888796,1.4885906030210883
7,0.2036682066439154,1.4907105509826566
21,0.2032291080888796,1.4885906030210883
42,0.2032291080888796,1.4885906030210883
99,0.2032291080888796,1.4885906030210883
